title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Bakso Barokah,5.0,1 review,Bakso restaurant,"F4FP+H66, Labungga, Andowia, North Konawe Regency, South East Sulawesi 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.526082, 122.1355083",https://www.google.com/maps/place/Bakso+Barokah/data=!4m7!3m6!1s0x2d99bbad5aafc613:0x9abbccdc4f042794!8m2!3d-3.526082!4d122.1355083!16s%2Fg%2F11l8lqtmzl!19sChIJE8avWq27mS0RlCcET9zMu5o?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
Rumah Makan Eva Permata,4.2,58 reviews,Asian restaurant,"Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:081343591803, 7:30 to 9AM,Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Dinner | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5163621, 122.1106799",https://www.google.com/maps/place/Rumah+Makan+Eva+Permata/data=!4m7!3m6!1s0x2d99bc75b777b853:0xd7d5ecdb0982e7a4!8m2!3d-3.5163621!4d122.1106799!16s%2Fg%2F11gcqwh3xt!19sChIJU7h3t3W8mS0RpOeCCdvs1dc?authuser=0&hl=en&rclk=1,,  Konawe Utara,$$,,Accepts reservations,,,,,,,,
Warung Makan Pink,,,Restaurant,"96G3+XGV, Jl. Poros Bungku Sel. - Kendari, Bandaeha, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6225206, 122.203796",https://www.google.com/maps/place/Warung+Makan+Pink/data=!4m7!3m6!1s0x2d99ae4c1a90f747:0x4db4e41778340d29!8m2!3d-3.6225206!4d122.203796!16s%2Fg%2F11t28d5dky!19sChIJR_eQGkyumS0RKQ00eBfktE0?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
Rumah makan raos ciamis,5.0,1 review,Indonesian restaurant,"F44P+C88, Jl. Trans sulawesi, Lahimbua, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:082235077719, Closed,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5439523, 122.1358299",https://www.google.com/maps/place/Rumah+makan+raos+ciamis/data=!4m7!3m6!1s0x2d99bbbe7fb3ceab:0x9087369f1ed5769a!8m2!3d-3.5439523!4d122.1358299!16s%2Fg%2F11pz30lz4c!19sChIJq86zf767mS0RmnbVHp82h5A?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Warung makan songgi,4.0,2 reviews,Restaurant,"Molawe, North Konawe Regency, South East Sulawesi ",phone:tel:082291068442, 8:51AM to 12AM,Outdoor seating | Takeaway | Dine-in | Delivery,Coffee | Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-3.6124225, 122.1950828",https://www.google.com/maps/place/Warung+makan+songgi/data=!4m7!3m6!1s0x2d99a53f16f38f79:0xb2e2ff5a2ea827fd!8m2!3d-3.6124225!4d122.1950828!16s%2Fg%2F11pkc8vjkl!19sChIJeY_zFj-lmS0R_SeoLlr_4rI?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
WR. Mak Edi,,,Nasi restaurant,"P62P+Q82, Pariama, Langgikima, North Konawe Regency, South East Sulawesi 93353 ",,,,,,,,,,"-3.298174, 122.236439",https://www.google.com/maps/place/WR.+Mak+Edi/data=!4m7!3m6!1s0x2d9985a2a6c99479:0xf918865cd0909b3a!8m2!3d-3.298174!4d122.236439!16s%2Fg%2F11sbq_6ryy!19sChIJeZTJpqKFmS0ROpuQ0FyGGPk?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Rm·Kuliner 21,3.0,1 review,Restaurant,"95PX+QJG, Jl. Poros Bungku Sel. - Kendari, Molawe, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93352 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6130732, 122.1990661",https://www.google.com/maps/place/Rm%C2%B7Kuliner+21/data=!4m7!3m6!1s0x2d99afb6469cc6b7:0x236e826c5afd8114!8m2!3d-3.6130732!4d122.1990661!16s%2Fg%2F11sfrswnq0!19sChIJt8acRravmS0RFIH9WmyCbiM?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rm.sandang Kasih,3.0,2 reviews,Restaurant,"95WF+XWH, Jl. Poros Bungku Sel. - Kendari, Mowundo, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93352 ",phone:tel:085241684917,,Takeaway | Dine-in,Coffee,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6025594, 122.174863",https://www.google.com/maps/place/Rm.sandang+Kasih/data=!4m7!3m6!1s0x2d99afdffe5dc7c3:0x1df045fc4f9cda85!8m2!3d-3.6025594!4d122.174863!16s%2Fg%2F11c74cc2rj!19sChIJw8dd_t-vmS0RhdqcT_xF8B0?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Masakan Padang Sultan Mudo,,,Restaurant,"95PX+HJG, Jl. Poros Bungku Sel. - Kendari, Molawe, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93352 ",phone:tel:081227559984, 8AM to 10PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6135992, 122.199126",https://www.google.com/maps/place/Masakan+Padang+Sultan+Mudo/data=!4m7!3m6!1s0x2d99af085f659db3:0x1134ac558d880e73!8m2!3d-3.6135992!4d122.199126!16s%2Fg%2F11td5b44xw!19sChIJs51lXwivmS0Rcw6IjVWsNBE?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
RM. Pangkep Mataiwoi,4.0,1 review,Diner,"F4G9+JCX, Jl. Poros Trans Sulawesi, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5232342, 122.1186057",https://www.google.com/maps/place/RM.+Pangkep+Mataiwoi/data=!4m7!3m6!1s0x2d99bbd61cbd5e63:0xb22567bae48c7a91!8m2!3d-3.5232342!4d122.1186057!16s%2Fg%2F11s842cmq3!19sChIJY169HNa7mS0RkXqM5LpnJbI?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
RM Padang Raya,,,Padang restaurant,"F299+296, desa, Mataiwoi, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:082346637170, 10AM to 9:50PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5324586, 122.0183914",https://www.google.com/maps/place/RM+Padang+Raya/data=!4m7!3m6!1s0x2d99b93b1e2dc8af:0xcac430c524a92cf7!8m2!3d-3.5324586!4d122.0183914!16s%2Fg%2F11gy1l7y4r!19sChIJr8gtHju5mS0R9yypJMUwxMo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
MARTABAK TERANG BULAN @RAFA,5.0,2 reviews,Hong Kong style fast food restaurant,"Jln angrek. Des larompana, Wawoheo, Kec. Wiwirano, Kendari, Sulawesi Tenggara 93343 ",phone:tel:082289324077,,No-contact delivery | Delivery | Takeaway,Halal food,,Good for kids,,,Cash only,"-3.2188131, 122.1459755",https://www.google.com/maps/place/MARTABAK+TERANG+BULAN+@RAFA/data=!4m7!3m6!1s0x2d9989c0d1e1bb03:0x8b70437a7a2bcfea!8m2!3d-3.2188131!4d122.1459755!16s%2Fg%2F11qbrsx4kl!19sChIJA7vh0cCJmS0R6s8renpDcIs?authuser=0&hl=en&rclk=1,,,,,,,,,,,,,
RUMAH MAKAN AKBAR,5.0,1 review,Diner,"F4M6+W8P, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",phone:tel:082192545241, 9AM to 8PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5151538, 122.1108209",https://www.google.com/maps/place/RUMAH+MAKAN+AKBAR/data=!4m7!3m6!1s0x2d99bd23c977f8c1:0xc53ec0cc587f21c1!8m2!3d-3.5151538!4d122.1108209!16s%2Fg%2F11j7kr1gx0!19sChIJwfh3ySO9mS0RwSF_WMzAPsU?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
RM. TEBE,4.0,9 reviews,Restaurant,"962G+C49, Larodangge, Lasolo, North Konawe Regency, South East Sulawesi 93464 ",phone:tel:085394573725, 9AM to 9PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6489688, 122.2253486",https://www.google.com/maps/place/RM.+TEBE/data=!4m7!3m6!1s0x2d99af741563f9c7:0x621edd2e7154442!8m2!3d-3.6489688!4d122.2253486!16s%2Fg%2F11j32vzd4s!19sChIJx_ljFXSvmS0RQkQV59LtIQY?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Kedai sarapan alisya,5.0,1 review,Breakfast restaurant,"F45Q+722, Lahimbua, Andowia, North Konawe Regency, South East Sulawesi 93353 ",phone:tel:085340419660, 7AM to 10PM,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5418575, 122.1375086",https://www.google.com/maps/place/Kedai+sarapan+alisya/data=!4m7!3m6!1s0x2d99bb55b61fabf7:0x7328a7caa7dda57a!8m2!3d-3.5418575!4d122.1375086!16s%2Fg%2F11mv_ntlpd!19sChIJ96sftlW7mS0ReqXdp8qnKHM?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Warung Bakso Bude,,,Indonesian restaurant,"P8H6+78, Matarape, Menui Kepulauan, Morowali Regency, Central Sulawesi ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,,"-3.2720686, 122.310164",https://www.google.com/maps/place/Warung+Bakso+Bude/data=!4m7!3m6!1s0x2d998315f7a73077:0x8d4f852c5d1946f8!8m2!3d-3.2720686!4d122.310164!16s%2Fg%2F11sb7k7gyf!19sChIJdzCn9xWDmS0R-EYZXSyFT40?authuser=0&hl=en&rclk=1,, Morowali ,,,,,,,,,,,
Rumah Makan Eka Anugerah,3.9,35 reviews,Padang restaurant,"F4CM+5PP, Andowia, North Konawe Regency, South East Sulawesi 93353 ",, 8AM to 12AM,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Dinner,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5295453, 122.1343341",https://www.google.com/maps/place/Rumah+Makan+Eka+Anugerah/data=!4m7!3m6!1s0x2d99bb76b1152cf1:0xf041b9edd2d3a2d9!8m2!3d-3.5295453!4d122.1343341!16s%2Fg%2F11ddzl8_9d!19sChIJ8SwVsXa7mS0R2aLT0u25QfA?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,,,,,,,,,,,
Sun Power,,,Restaurant,"96G3+XG7, Jl. Poros Bungku Sel. - Kendari, Bandaeha, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,,Toilets,Casual | Cosy,Groups,Cash only,"-3.6225799, 122.2037963",https://www.google.com/maps/place/Sun+Power/data=!4m7!3m6!1s0x2d99ae4c1aebd937:0xa0573ff7b098d9fc!8m2!3d-3.6225799!4d122.2037963!16s%2Fg%2F11pcl0nv4r!19sChIJN9nrGkyumS0R_NmYsPc_V6A?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Sari Laut Firza,4.0,25 reviews,Seafood restaurant,"96H2+HWH, Jl. Poros Bungku Sel. - Kendari, Bandaeha, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-3.6210596, 122.2023639",https://www.google.com/maps/place/Sari+Laut+Firza/data=!4m7!3m6!1s0x2d99af75ceb3dac7:0x4a52eefe5026e616!8m2!3d-3.6210596!4d122.2023639!16s%2Fg%2F11ghlhqjtb!19sChIJx9qzznWvmS0RFuYmUP7uUko?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Konawe Utara,,,,,,,,,,,
Wr. Bakso Pakde,,,Restaurant,"96J2+5CV, Jl. Poros Bungku Sel. - Kendari, Bandaeha, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.6195027, 122.2010521",https://www.google.com/maps/place/Wr.+Bakso+Pakde/data=!4m7!3m6!1s0x2d99ae4b3a4b1d45:0x46a2c4eaf4b67bb9!8m2!3d-3.6195027!4d122.2010521!16s%2Fg%2F11rhp7m0qy!19sChIJRR1LOkuumS0RuXu29OrEokY?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
Rumah makan pangkep,,,Brunch restaurant,"R4P8+4VX, Tetewatu, Wiwirano, North Konawe Regency, South East Sulawesi ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.1646285, 122.1172455",https://www.google.com/maps/place/Rumah+makan+pangkep/data=!4m7!3m6!1s0x2d9a276f1900690b:0xa9aac8d21656bd3d!8m2!3d-3.1646285!4d122.1172455!16s%2Fg%2F11s4z3gjy7!19sChIJC2kAGW8nmi0RPb1WFtLIqqk?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Rumah Makan ALFIRA,,,Restaurant,"9696+Q78, Jl. Poros Bungku Sel. - Kendari, Mataiwoi, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93572 ",,,,,,,,,,"-3.63059, 122.2106972",https://www.google.com/maps/place/Rumah+Makan+ALFIRA/data=!4m7!3m6!1s0x2d99ae5b6dea7629:0x8f24fb54e658bea5!8m2!3d-3.63059!4d122.2106972!16s%2Fg%2F11tk1xmsm9!19sChIJKXbqbVuumS0Rpb5Y5lT7JI8?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Kedai akif,,,Restaurant,"86WQ+2R4, Tinobu, Lasolo, North Konawe Regency, South East Sulawesi 93352 ",phone:tel:082271622676, 10AM to 10:45PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.6549923, 122.2395638",https://www.google.com/maps/place/Kedai+akif/data=!4m7!3m6!1s0x2d99adbfffe23f1d:0xcf2919a9ca5f91e0!8m2!3d-3.6549923!4d122.2395638!16s%2Fg%2F11j8h5n_9r!19sChIJHT_i_7-tmS0R4JFfyqkZKc8?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
LESEHAN PONDOK BAMBU,4.0,1 review,Diner,"F4Q4+6W7, Jl. Poros Bungku Sel. - Kendari, Wanggudu, Kec. Asera, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.5119593, 122.1073067",https://www.google.com/maps/place/LESEHAN+PONDOK+BAMBU/data=!4m7!3m6!1s0x2d99bd2bc4e4d545:0xea1daebc094fea47!8m2!3d-3.5119593!4d122.1073067!16s%2Fg%2F11lkdqc75s!19sChIJRdXkxCu9mS0RR-pPCbyuHeo?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance,  Konawe Utara,,,,,,,,,,,
MaguMaguChicken,,,Diner,"96M2+525, Bandaeha, Molawe, North Konawe Regency, South East Sulawesi 93353 ",phone:tel:085395274115, 9AM to 11PM,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.6171021, 122.2001037",https://www.google.com/maps/place/MaguMaguChicken/data=!4m7!3m6!1s0x2d99af7f52a566e1:0x92a631233f1ae23f!8m2!3d-3.6171021!4d122.2001037!16s%2Fg%2F11lkx1j05m!19sChIJ4WalUn-vmS0RP-IaPyMxppI?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
WM. NASI KUNING,5.0,1 review,Restaurant,"86VR+W9W, Tinobu, Lasolo, North Konawe Regency, South East Sulawesi ",, 7:35 to 9:35AM,Takeaway | Dine-in,Halal food,,,Cosy,,Cash only,"-3.6551255, 122.2409569",https://www.google.com/maps/place/WM.+NASI+KUNING/data=!4m7!3m6!1s0x2d99ad5d67b5d2f5:0x852bf355c3466f45!8m2!3d-3.6551255!4d122.2409569!16s%2Fg%2F11lglm2_9b!19sChIJ9dK1Z12tmS0RRW9Gw1XzK4U?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
"RM, MIE AYAM NTB 2",4.0,1 review,Noodle shop,"F4J6+WFQ, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",,,Takeaway | Dine-in,,,,Casual,,Cash only,"-3.517652, 122.1112239","https://www.google.com/maps/place/RM,+MIE+AYAM+NTB+2/data=!4m7!3m6!1s0x2d99bdceed4c17cd:0x9139372935e78dee!8m2!3d-3.517652!4d122.1112239!16s%2Fg%2F11nh0c_pqp!19sChIJzRdM7c69mS0R7o3nNSk3OZE?authuser=0&hl=en&rclk=1",Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
Warung Jawa Timur,4.3,60 reviews,Javanese restaurant,"95PX+5P6, Bandaeha, Molawe, North Konawe Regency, South East Sulawesi 93352 ",, 9AM to 8PM,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Cosy,Groups,Cash only,"-3.6145826, 122.1992765",https://www.google.com/maps/place/Warung+Jawa+Timur/data=!4m7!3m6!1s0x2d99afb5d85079fd:0xb33adf87daf6dce6!8m2!3d-3.6145826!4d122.1992765!16s%2Fg%2F11cly667s0!19sChIJ_XlQ2LWvmS0R5tz22offOrM?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,,,,,,,,,,,
Kios ilham,3.8,4 reviews,Nasi restaurant,"R4Q7+2V2, Tetewatu, Wiwirano, North Konawe Regency, South East Sulawesi ",phone:tel:082290592300,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.1624821, 122.1146492",https://www.google.com/maps/place/Kios+ilham/data=!4m7!3m6!1s0x2d9a270a7a39642d:0xb1d6114bea855b0b!8m2!3d-3.1624821!4d122.1146492!16s%2Fg%2F11s3dfd3j6!19sChIJLWQ5egonmi0RC1uF6ksR1rE?authuser=0&hl=en&rclk=1,, North Konawe ,,,,,,,,,,,
Siomay bunda Dewi,,,Diner,"F43R+8GV, Lrg.rumah sakit, Lahimbua, Kec. Andowia, Kabupaten Konawe Utara, Sulawesi Tenggara 93352 ",phone:tel:082239840464,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.5466275, 122.1412922",https://www.google.com/maps/place/Siomay+bunda+Dewi/data=!4m7!3m6!1s0x2d99bb8250ec9f61:0xaa41ab4faadc50da!8m2!3d-3.5466275!4d122.1412922!16s%2Fg%2F11sr03dn80!19sChIJYZ_sUIK7mS0R2lDcqk-rQao?authuser=0&hl=en&rclk=1,,  Konawe Utara,,,,,,,,,,,
Rumah Makan Surya,3.6,21 reviews,Padang restaurant,"9687+FP9, Watukila, Lasolo, North Konawe Regency, South East Sulawesi 93352 ",, Open 24 hours,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch | Dinner | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6338428, 122.214359",https://www.google.com/maps/place/Rumah+Makan+Surya/data=!4m7!3m6!1s0x2d99ae5e7f5d4711:0xe23d5678fc0d9da0!8m2!3d-3.6338428!4d122.214359!16s%2Fg%2F11cm16dg2v!19sChIJEUddf16umS0RoJ0N_HhWPeI?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,,,,,,,,,,,
"Rm.pangkep tetwatu cab.lampu,merah,wanggudu",2.0,1 review,Brunch restaurant,"Tetewatu, Wiwirano, North Konawe Regency, South East Sulawesi ",phone:tel:081314163290, 6:30AM to 11PM,Kerbside pickup | Drive-through | Takeaway | Dine-in | Delivery,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.1646683, 122.1172617","https://www.google.com/maps/place/Rm.pangkep+tetwatu+cab.lampu,merah,wanggudu/data=!4m7!3m6!1s0x2d9a2763507fc001:0x4da9f1b76f64c96d!8m2!3d-3.1646683!4d122.1172617!16s%2Fg%2F11t527g9gy!19sChIJAcB_UGMnmi0Rbclkb7fxqU0?authuser=0&hl=en&rclk=1",, North Konawe ,,,,,,,,,,,
Rm aroma sulawesi,4.0,37 reviews,Padang restaurant,"86HR+2V4, Lametono, Lasolo, North Konawe Regency, South East Sulawesi 93352 ",phone:tel:082188883529, 8AM to 6PM,Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6724853, 122.2422128",https://www.google.com/maps/place/Rm+aroma+sulawesi/data=!4m7!3m6!1s0x2d99ac41db320517:0x78abbbdcb4e3b747!8m2!3d-3.6724853!4d122.2422128!16s%2Fg%2F11f3n2kyw6!19sChIJFwUy20GsmS0RR7fjtNy7q3g?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating, North Konawe ,,,,,,,,,,,
WR. MUTMA,4.0,1 review,Diner,"F4Q7+2J5, Wanggudu, Asera, North Konawe Regency, South East Sulawesi 93353 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-3.512486, 122.1140962",https://www.google.com/maps/place/WR.+MUTMA/data=!4m7!3m6!1s0x2d99bd836e202a9b:0xc6bed8b91100bf95!8m2!3d-3.512486!4d122.1140962!16s%2Fg%2F11f6lyb1h2!19sChIJmyogboO9mS0Rlb8AEbnYvsY?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance, North Konawe ,,,,,,,,,,,
RM.bakso sejati,5.0,1 review,Bakso restaurant,"Jl. Poros Bungku Sel. - Kendari, Molawe, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93352 ",phone:tel:082221188838, Closed,Takeaway | Dine-in,Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6137261, 122.1992346",https://www.google.com/maps/place/RM.bakso+sejati/data=!4m7!3m6!1s0x2d99afdfe6947033:0x4e76192008e4e0f0!8m2!3d-3.6137261!4d122.1992346!16s%2Fg%2F11qg6q62sv!19sChIJM3CU5t-vmS0R8ODkCCAZdk4?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park,  Konawe Utara,,,,,,,,,,,
Warung Makan Bu Nur,,,Brunch restaurant,"7WW4+5X5, Matanggorai, Abuki, Konawe Regency, South East Sulawesi ",phone:tel:085340191768, 8AM to 6PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-3.7046152, 121.9074859",https://www.google.com/maps/place/Warung+Makan+Bu+Nur/data=!4m7!3m6!1s0x2d99cb75510980ff:0x402eb1b852f71eb3!8m2!3d-3.7046152!4d121.9074859!16s%2Fg%2F11t9jdx3b1!19sChIJ_4AJUXXLmS0Rsx73UrixLkA?authuser=0&hl=en&rclk=1,, Konawe ,,,,,,,,,,,
PIER 29 Resto & Cafe,4.4,680 reviews,Seafood restaurant,"Kompleks Pier No. 29, Bende, Kadia, Bende, Kec. Kadia, Kota Kendari, Sulawesi Tenggara 93111 ",phone:tel:04013127515, 8AM to 11PM,No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert,Good for kids | Toilets,Casual | Cosy | Upmarket,Groups,,"-3.9799588, 122.511108",https://www.google.com/maps/place/PIER+29+Resto+%26+Cafe/data=!4m7!3m6!1s0x2d98f2c63a20519b:0x763e05b375481c0f!8m2!3d-3.9799588!4d122.511108!16s%2Fg%2F11c2mklt4x!19sChIJm1EgOsbymC0RDxxIdbMFPnY?authuser=0&hl=en&rclk=1,Wheelchair-accessible seating,  Kendari,$$,,Accepts reservations,,Live music,,,,,,
Rumah Makan SALUAN 27,4.2,17 reviews,Diner,"95PX+9MW, Jl. Poros Bungku Sel. - Kendari, Bandaeha, Kec. Molawe, Kabupaten Konawe Utara, Sulawesi Tenggara 93353 ",phone:tel:081243062515, 9AM to 11PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.6140108, 122.1992074",https://www.google.com/maps/place/Rumah+Makan+SALUAN+27/data=!4m7!3m6!1s0x2d99af495cd2f9c9:0xc970a4e6a753e48c!8m2!3d-3.6140108!4d122.1992074!16s%2Fg%2F11gl0yv2y6!19sChIJyfnSXEmvmS0RjORTp-akcMk?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance | Wheelchair-accessible seating,  Konawe Utara,,,,,,,,,,,
Rumah Makan Prasmanan Bunda Rini,,,Buffet restaurant,"8V5P+RFR, Jl. Poros, Langgea, Kec. Abuki, Kabupaten Konawe, Sulawesi Tenggara 93452 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-3.690389, 121.8861382",https://www.google.com/maps/place/Rumah+Makan+Prasmanan+Bunda+Rini/data=!4m7!3m6!1s0x2d99cc6f21c91e7d:0x7189335b5a22bfbc!8m2!3d-3.690389!4d121.8861382!16s%2Fg%2F11jm0pl8rt!19sChIJfR7JIW_MmS0RvL8iWlsziXE?authuser=0&hl=en&rclk=1,,  Konawe,,,,,,,,,,,
BATAGOR ENAK,,,Breakfast restaurant,"87M2+25X, Basule, Lasolo, North Konawe Regency, South East Sulawesi ",,,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,"-3.6673862, 122.2504998",https://www.google.com/maps/place/BATAGOR+ENAK/data=!4m7!3m6!1s0x2d99adee99a4cce5:0x41eff5e4c2653eff!8m2!3d-3.6673862!4d122.2504998!16s%2Fg%2F11s3qswz_x!19sChIJ5cykme6tmS0R_z5lwuT170E?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park, North Konawe ,,,,,,,,,,,
