title,review_point,review_total,contact_number,open_hours,metadata,coordinate,link,sub_category,address,site,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,regency,Accessibility,Planning,price_level,short_description,Highlights,check_in,From the business,check_out,amenities
Dimyati,,,,,,"-7.4872578, 107.6637293",https://www.google.com/maps/place/Dimyati/data=!4m7!3m6!1s0x2e6621f95e8c1831:0xa6b063c18bebc0b!8m2!3d-7.4872578!4d107.6637293!16s%2Fg%2F11t3_6ns5w!19sChIJMRiMXvkhZi4RC7y-GDwGawo?authuser=0&hl=en&rclk=1,Bakso restaurant,"GM77+3FX, Kp. Ciahreuday, Neglasari, Kec. Pakenjeng, Kabupaten Garut, Jawa Barat 44164 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Garut,,,,,,,,,
Mie Bakso Sapi Asli 2 Putra Cihurip,,,,,,"-7.4916168, 107.8600067",https://www.google.com/maps/place/Mie+Bakso+Sapi+Asli+2+Putra+Cihurip/data=!4m7!3m6!1s0x2e6603e96c9d56e7:0x87fb2791b0614037!8m2!3d-7.4916168!4d107.8600067!16s%2Fg%2F11syw_pbtg!19sChIJ51adbOkDZi4RN0BhsJEn-4c?authuser=0&hl=en&rclk=1,Bakso restaurant,"44173, Cihurip, Kec. Cihurip, Kabupaten Garut, Jawa Barat 44173 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Garut,,,,,,,,,
Warung Ibu Juju,,,,,,"-7.5892891, 107.8667941",https://www.google.com/maps/place/Warung+Ibu+Juju/data=!4m7!3m6!1s0x2e660f279be44f47:0x43d94a387e30ed4f!8m2!3d-7.5892891!4d107.8667941!16s%2Fg%2F11t7jyfpbg!19sChIJR0_kmycPZi4RT-0wfjhK2UM?authuser=0&hl=en&rclk=1,Tegal restaurant,"CV68+7PM, Cikondang, Cisompet, Garut Regency, West Java ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Garut ,,,,,,,,,
Warung Seblak Cecep Budiman,5,2 reviews,,,,"-7.4999929, 107.8414787",https://www.google.com/maps/place/Warung+Seblak+Cecep+Budiman/data=!4m7!3m6!1s0x2e661bba57183bc1:0xd5ca16a9828c1ecf!8m2!3d-7.4999929!4d107.8414787!16s%2Fg%2F11ffvv9ywr!19sChIJwTsYV7obZi4Rzx6MgqkWytU?authuser=0&hl=en&rclk=1,Seblak restaurant,"GR2R+2H5, cijagra, Mekarwangi, Kec. Cihurip, Kabupaten Garut, Jawa Barat 44173 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,Groups,Cash only,  Garut,,,,,,,,,
Fastfood Restaurant,,,,,,"-7.6364537, 108.1241192",https://www.google.com/maps/place/Fastfood+Restaurant/data=!4m7!3m6!1s0x2e65e3ebe3b0a0ef:0x61225d8db0518e55!8m2!3d-7.6364537!4d108.1241192!16s%2Fg%2F11fqllksbh!19sChIJ76Cw4-vjZS4RVY5RsI1dImE?authuser=0&hl=en&rclk=1,Restaurant,"947F+CJ9, Jl. Raya Karangnunggal, Karangmekar, Karangnunggal, Tasikmalaya, Jawa Barat 46186 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,,,,,,,,,,
Warung Sauyunan,,,,,,"-7.6233877, 108.1380267",https://www.google.com/maps/place/Warung+Sauyunan/data=!4m7!3m6!1s0x2e65e3892474a725:0x4962f16ec619d349!8m2!3d-7.6233877!4d108.1380267!16s%2Fg%2F11qg28_0z1!19sChIJJad0JInjZS4RSdMZxm7xYkk?authuser=0&hl=en&rclk=1,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Dimsum & Sate Suki Seafood,,,,,,"-7.6275749, 108.1453423",https://www.google.com/maps/place/Dimsum+%26+Sate+Suki+Seafood/data=!4m7!3m6!1s0x2e65e475a93a10a9:0x74474b630b7430f3!8m2!3d-7.6275749!4d108.1453423!16s%2Fg%2F11p65r3c3t!19sChIJqRA6qXXkZS4R8zB0C2NLR3Q?authuser=0&hl=en&rclk=1,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,, Tasikmalaya ,,,,,,,,,
Warung Nyi Iceung,,,,,,"-7.6271581, 108.1097849",https://www.google.com/maps/place/Warung+Nyi+Iceung/data=!4m7!3m6!1s0x2e65e3b9843d3aab:0x61e77e506dbc0e55!8m2!3d-7.6271581!4d108.1097849!16s%2Fg%2F11rd9fgrrq!19sChIJqzo9hLnjZS4RVQ68bVB-52E?authuser=0&hl=en&rclk=1,Restaurant,"Simpang, Bantarkalong, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Waroeng Ponyo,,,,,,"-7.6270436, 108.1456313",https://www.google.com/maps/place/Waroeng+Ponyo/data=!4m7!3m6!1s0x2e65e475b2545af1:0xc2a694b1dcfd3cae!8m2!3d-7.6270436!4d108.1456313!16s%2Fg%2F11jwsb359n!19sChIJ8VpUsnXkZS4Rrjz93LGUpsI?authuser=0&hl=en&rclk=1,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Chicken alzetos,3.5,2 reviews,,,,"-7.6388004, 108.1199047",https://www.google.com/maps/place/Chicken+alzetos/data=!4m7!3m6!1s0x2e65e340d0447427:0xfcd9a1ae1fa49dd7!8m2!3d-7.6388004!4d108.1199047!16s%2Fg%2F11kg3kdp4n!19sChIJJ3RE0EDjZS4R152kH66h2fw?authuser=0&hl=en&rclk=1,Restaurant,"Tk Reni, 500m dari pertigaan pangkalan ojek sindangreret, Kp. Cikeruh Mekarsari, RT.006 rw001, Cikupa, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",http://indravf.websites.co.in/,Outdoor seating | Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,All you can eat | Coffee | Halal food | Happy-hour food | Kids' menu | Late-night food | Organic dishes,Breakfast | Brunch | Lunch | Dinner | Catering | Counter service | Dessert | Seating,Good for kids | High chairs | Toilets | Paid Wi-Fi,Casual | Cosy,Family friendly | Groups,Cash only | Meal coupons | NFC mobile payments,  Tasikmalaya,Assistive hearing loop | Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,Reservations required | Accepts reservations,,,,,Identifies as women-owned,,
Warung Nasi Bu Adah,,,,,,"-7.624281, 108.1395342",https://www.google.com/maps/place/Warung+Nasi+Bu+Adah/data=!4m7!3m6!1s0x2e65e38974a085ef:0x2382c42e062a37c1!8m2!3d-7.624281!4d108.1395342!16s%2Fg%2F11sh22rk7g!19sChIJ74WgdInjZS4RwTcqBi7EgiM?authuser=0&hl=en&rclk=1,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Tasikmalaya ,,,,,,,,,
Warung Lafasa,,,,,,"-7.6313951, 108.1166929",https://www.google.com/maps/place/Warung+Lafasa/data=!4m7!3m6!1s0x2e65e3bf86836d8b:0x3779299f4e878461!8m2!3d-7.6313951!4d108.1166929!16s%2Fg%2F11h98hn8rx!19sChIJi22Dhr_jZS4RYYSHTp8peTc?authuser=0&hl=en&rclk=1,Restaurant,"9498+CMW, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
DAPUR MBAK,5,2 reviews,phone:tel:082215155858,,,"-7.6324287, 108.1178671",https://www.google.com/maps/place/DAPUR+MBAK/data=!4m7!3m6!1s0x2e65e3bd243b40bf:0x2d3988c380f238a0!8m2!3d-7.6324287!4d108.1178671!16s%2Fg%2F11h4gc3pkg!19sChIJv0A7JL3jZS4RoDjygMOIOS0?authuser=0&hl=en&rclk=1,Restaurant,"9499+24H, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Delivery | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Warung Barokah,,,,,,"-7.6290104, 108.1440181",https://www.google.com/maps/place/Warung+Barokah/data=!4m7!3m6!1s0x2e65e4756bd06db9:0x3e41a9bd3397d031!8m2!3d-7.6290104!4d108.1440181!16s%2Fg%2F11fswkhczk!19sChIJuW3Qa3XkZS4RMdCXM72pQT4?authuser=0&hl=en&rclk=1,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Pimpom Food,5,3 reviews,phone:tel:085320388768, Closed,,"-7.6226341, 108.1398996",https://www.google.com/maps/place/Pimpom+Food/data=!4m7!3m6!1s0x2e65e36c131204c3:0x284061a1a948c020!8m2!3d-7.6226341!4d108.1398996!16s%2Fg%2F11n7rvvtvl!19sChIJwwQSE2zjZS4RIMBIqaFhQCg?authuser=0&hl=en&rclk=1,Brunch restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Outdoor seating | Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Lunch | Dessert,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Rest Area Curug Angkrek,,,phone:tel:085353733711, Open 24 hours,,"-7.6717156, 108.1601533",https://www.google.com/maps/place/Rest+Area+Curug+Angkrek/data=!4m7!3m6!1s0x2e65e7e0bb87d9fd:0xd7131ec7059afc8d!8m2!3d-7.6717156!4d108.1601533!16s%2Fg%2F11fw99zt_s!19sChIJ_dmHu-DnZS4RjfyaBcceE9c?authuser=0&hl=en&rclk=1,Restaurant,"85H6+836, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids | Toilets,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Warung Nasi Sawargi,,,,,,"-7.635365, 108.1217273",https://www.google.com/maps/place/Warung+Nasi+Sawargi/data=!4m7!3m6!1s0x2e65e3ea49ee3091:0xc9bf5caa8d8f9bed!8m2!3d-7.635365!4d108.1217273!16s%2Fg%2F11p65r23jb!19sChIJkTDuSerjZS4R7ZuPjapcv8k?authuser=0&hl=en&rclk=1,Restaurant,"947C+VM5, Cikupa, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Warung Ibu Nur Rancabakung,5,1 review,phone:tel:082216587049, 6:30AM to 8PM,,"-7.6232539, 108.1394173",https://www.google.com/maps/place/Warung+Ibu+Nur+Rancabakung/data=!4m7!3m6!1s0x2e65e588ad8d72e5:0x9d68eb23ce47a66c!8m2!3d-7.6232539!4d108.1394173!16s%2Fg%2F11jpmhnfl1!19sChIJ5XKNrYjlZS4RbKZHziPraJ0?authuser=0&hl=en&rclk=1,Restaurant,"94GQ+MQV, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Warung Nik,,,,,,"-7.627031, 108.1346731",https://www.google.com/maps/place/Warung+Nik/data=!4m7!3m6!1s0x2e65e38c48033e75:0xe48b7230bb53423b!8m2!3d-7.627031!4d108.1346731!16s%2Fg%2F11k5t63l70!19sChIJdT4DSIzjZS4RO0JTuzByi-Q?authuser=0&hl=en&rclk=1,Restaurant,"94FM+5VM, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Warung Makan,,,, 8AM to 5PM,,"-7.6211445, 108.1401035",https://www.google.com/maps/place/Warung+Makan/data=!4m7!3m6!1s0x2e65e315ad65d997:0x231e6d55e249e277!8m2!3d-7.6211445!4d108.1401035!16s%2Fg%2F11kykwt5y6!19sChIJl9llrRXjZS4Rd-JJ4lVtHiM?authuser=0&hl=en&rclk=1,Restaurant,"94HR+G2X, Unnamed Road, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Tasikmalaya,,,,,,,,,
SIOMAY AYAM,5,1 review,,,,"-7.62542, 108.1370386",https://www.google.com/maps/place/SIOMAY+AYAM/data=!4m7!3m6!1s0x2e65e3ad65d6dee7:0x92885661555bfbf7!8m2!3d-7.62542!4d108.1370386!16s%2Fg%2F11h8br7kz7!19sChIJ597WZa3jZS4R9_tbVWFWiJI?authuser=0&hl=en&rclk=1,Restaurant,"94FP+RRM, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Mie Bakso Solo Goyang Lidah,,,,,,"-7.6287542, 108.1338428",https://www.google.com/maps/place/Mie+Bakso+Solo+Goyang+Lidah/data=!4m7!3m6!1s0x2e65e38d023f0e61:0x37bf44d0d0ebb8e5!8m2!3d-7.6287542!4d108.1338428!16s%2Fg%2F11fr3xsbgn!19sChIJYQ4_Ao3jZS4R5bjr0NBEvzc?authuser=0&hl=en&rclk=1,Restaurant,"Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Rumah Makan Sarasa,,,phone:tel:081323300585, 7:30AM to 10PM,,"-7.6311415, 108.1137003",https://www.google.com/maps/place/Rumah+Makan+Sarasa/data=!4m7!3m6!1s0x2e65e3df4524b6b7:0x4fe2b501dd621cbf!8m2!3d-7.6311415!4d108.1137003!16s%2Fg%2F11mr2ckzss!19sChIJt7YkRd_jZS4Rvxxi3QG14k8?authuser=0&hl=en&rclk=1,Restaurant,"9497+GFW, Jl. Raya Karangnunggal, RT.01/RW.07, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Tasikmalaya,Wheelchair-accessible seating,,,,,,,,
Dapoer zahra,5,5 reviews,phone:tel:085862788995, 9AM to 5PM,,"-7.634644, 108.1333757",https://www.google.com/maps/place/Dapoer+zahra/data=!4m7!3m6!1s0x2e65e3de6a71e411:0xf47e99961d177303!8m2!3d-7.634644!4d108.1333757!16s%2Fg%2F11j1cyv1ky!19sChIJEeRxat7jZS4RA3MXHZaZfvQ?authuser=0&hl=en&rclk=1,Restaurant,"948M+49R, Kampung rahayu, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Delivery | Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,,  Tasikmalaya,,,,,,,,,
Warung Timbel Ibu Imok,4,2 reviews,phone:tel:085223772919, 6AM to 6PM,,"-7.6234938, 108.1379019",https://www.google.com/maps/place/Warung+Timbel+Ibu+Imok/data=!4m7!3m6!1s0x2e65e38924fe2be9:0xcf59378eccb364ec!8m2!3d-7.6234938!4d108.1379019!16s%2Fg%2F11f578xdjg!19sChIJ6Sv-JInjZS4R7GSzzI43Wc8?authuser=0&hl=en&rclk=1,Restaurant,"94GQ+J52, Unnamed Road, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Cosy,Groups,Cash only,  Tasikmalaya,,,,,,,,,
T'o aulia,5,1 review,phone:tel:085312089007, 6:30AM to 8PM,,"-7.6235459, 108.139293",https://www.google.com/maps/place/T'o+aulia/data=!4m7!3m6!1s0x2e65e3890564e939:0xb7395c3166110fce!8m2!3d-7.6235459!4d108.139293!16s%2Fg%2F11jk6jwtmq!19sChIJOelkBYnjZS4Rzg8RZjFcObc?authuser=0&hl=en&rclk=1,Restaurant,"Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Ym,,,, Closed,,"-7.6362516, 108.1246325",https://www.google.com/maps/place/Ym/data=!4m7!3m6!1s0x2e65e3ebfc0c407b:0x2db87cfb7218352e!8m2!3d-7.6362516!4d108.1246325!16s%2Fg%2F11kmn5z68r!19sChIJe0AM_OvjZS4RLjUYcvt8uC0?authuser=0&hl=en&rclk=1,Restaurant,"947F+FVR, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Ayam Iris Crispy Kmc,,,,,,"-7.6345104, 108.1322077",https://www.google.com/maps/place/Ayam+Iris+Crispy+Kmc/data=!4m7!3m6!1s0x2e65e3f2692036b9:0xa362680a6ba38d26!8m2!3d-7.6345104!4d108.1322077!16s%2Fg%2F11rd9fgr_x!19sChIJuTYgafLjZS4RJo2jawpoYqM?authuser=0&hl=en&rclk=1,Restaurant,"948J+5VW, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,Wheelchair-accessible seating,,,,,,,,
"Alice Mpek Mpek ""ANEKA RASA""",,,phone:tel:081322587805, 9AM to 9PM,,"-7.6313552, 108.1147103",https://www.google.com/maps/place/Alice+Mpek+Mpek+%22ANEKA+RASA%22/data=!4m7!3m6!1s0x2e65e3f1405cca9d:0xa42b7942a2b81467!8m2!3d-7.6313552!4d108.1147103!16s%2Fg%2F11fqb45vvk!19sChIJncpcQPHjZS4RZxS4okJ5K6Q?authuser=0&hl=en&rclk=1,Restaurant,"9497+FV4, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
"Soto ""Mbahbu""",,,,,,"-7.6289455, 108.1110531",https://www.google.com/maps/place/Soto+%22Mbahbu%22/data=!4m7!3m6!1s0x2e65e3b91c9f93fd:0x81d4305957846916!8m2!3d-7.6289455!4d108.1110531!16s%2Fg%2F11r_vnyk0f!19sChIJ_ZOfHLnjZS4RFmmEV1kw1IE?authuser=0&hl=en&rclk=1,Restaurant,"94C6+CCF, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Mie Bakso Jj,,,,,,"-7.6248666, 108.1401855",https://www.google.com/maps/place/Mie+Bakso+Jj/data=!4m7!3m6!1s0x2e65e38983351c0b:0x5a9eadbfadab3cd9!8m2!3d-7.6248666!4d108.1401855!16s%2Fg%2F11r_vnvj9r!19sChIJCxw1g4njZS4R2Tyrrb-tnlo?authuser=0&hl=en&rclk=1,Restaurant,"94GR+333, Jl. Cipari, Karangmekar, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Tasikmalaya,,,,,,,,,
Mie Baso Babat & Mie Ayam IR,5,2 reviews,,,,"-7.6253723, 108.1372782",https://www.google.com/maps/place/Mie+Baso+Babat+%26+Mie+Ayam+IR/data=!4m7!3m6!1s0x2e65e390a54c1783:0xd306b3b30ee930e6!8m2!3d-7.6253723!4d108.1372782!16s%2Fg%2F11n8qv9kdg!19sChIJgxdMpZDjZS4R5jDpDrOzBtM?authuser=0&hl=en&rclk=1,Restaurant,"94FP+VW2, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Warung Nasi Yuli,,,,,,"-7.6739643, 108.1289549",https://www.google.com/maps/place/Warung+Nasi+Yuli/data=!4m7!3m6!1s0x2e65e138683244f5:0xcdc8cd19971b014d!8m2!3d-7.6739643!4d108.1289549!16s%2Fg%2F11p65qr_rz!19sChIJ9UQyaDjhZS4RTQEblxnNyM0?authuser=0&hl=en&rclk=1,Restaurant,"Ciawi, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Naila Pecel Lele & Ayam Bakar,3,2 reviews,,,,"-7.6285201, 108.1340687",https://www.google.com/maps/place/Naila+Pecel+Lele+%26+Ayam+Bakar/data=!4m7!3m6!1s0x2e65e38cfe362f4d:0xface8628194d0f1b!8m2!3d-7.6285201!4d108.1340687!16s%2Fg%2F11jm0pw674!19sChIJTS82_ozjZS4RGw9NGSiGzvo?authuser=0&hl=en&rclk=1,Restaurant,"94CM+HJW, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
"""Fast Food Restaurant""",,,,,,"-7.621976, 108.1049045",https://www.google.com/maps/place/%22Fast+Food+Restaurant%22/data=!4m7!3m6!1s0x2e65e3b029198033:0xe010ebcb6f6a083b!8m2!3d-7.621976!4d108.1049045!16s%2Fg%2F11k5t5qj4f!19sChIJM4AZKbDjZS4ROwhqb8vrEOA?authuser=0&hl=en&rclk=1,Restaurant,"94H3+6X2, Jalan Raya Pamijahan, Simpang, Bantarkalong, Tasikmalaya Regency, West Java 46187 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
RM. Ayam serundeng & Pecel Lele,5,2 reviews,phone:tel:081320549250, Open 24 hours,,"-7.6313352, 108.1132699",https://www.google.com/maps/place/RM.+Ayam+serundeng+%26+Pecel+Lele/data=!4m7!3m6!1s0x2e65e3c13014da91:0xb2f506850c05e9d8!8m2!3d-7.6313352!4d108.1132699!16s%2Fg%2F11j7f9whqb!19sChIJkdoUMMHjZS4R2OkFDIUG9bI?authuser=0&hl=en&rclk=1,Restaurant,"9497+F86, Jalan Raya, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Batagor Laksana Rasa,,,,,,"-7.632945, 108.1221241",https://www.google.com/maps/place/Batagor+Laksana+Rasa/data=!4m7!3m6!1s0x2e65e328895060ed:0x13778357ef86ac28!8m2!3d-7.632945!4d108.1221241!16s%2Fg%2F11rsbb71r5!19sChIJ7WBQiSjjZS4RKKyG71eDdxM?authuser=0&hl=en&rclk=1,Restaurant,"948C+RRH, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only, Tasikmalaya ,,,,,,,,,
SIOMAY IKAN TENGGIRI,5,1 review,phone:tel:082121032736,,,"-7.6253425, 108.1368632",https://www.google.com/maps/place/SIOMAY+IKAN+TENGGIRI/data=!4m7!3m6!1s0x2e65e3b3b8efa0ef:0x9fb70485dcf8c8ec!8m2!3d-7.6253425!4d108.1368632!16s%2Fg%2F11h_ylcj69!19sChIJ76DvuLPjZS4R7Mj43IUEt58?authuser=0&hl=en&rclk=1,Restaurant,"94FP+VP9, Jalan Raya, Karangmekar, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Tasikmalaya ,,,,,,,,,
Toko Lutfi,,,,,,"-7.6327253, 108.1220008",https://www.google.com/maps/place/Toko+Lutfi/data=!4m7!3m6!1s0x2e65e3eb015bda11:0xcc44c379fd5322b7!8m2!3d-7.6327253!4d108.1220008!16s%2Fg%2F11bzrhtm39!19sChIJEdpbAevjZS4RtyJT_XnDRMw?authuser=0&hl=en&rclk=1,Restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,  Tasikmalaya,,,,,,,,,
Toko Cahaya,,,, 10AM to 9PM,,"-7.6313283, 108.1130219",https://www.google.com/maps/place/Toko+Cahaya/data=!4m7!3m6!1s0x2e65e3fe3371bb49:0x9f8b58c6db82c57d!8m2!3d-7.6313283!4d108.1130219!16s%2Fg%2F11jg65qj9z!19sChIJSbtxM_7jZS4RfcWC28ZYi58?authuser=0&hl=en&rclk=1,Restaurant,"9497+F66, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only, Tasikmalaya ,,,,,,,,,
"Sate Karangnunggal ""Authentic Sunda Satay""",5,22 reviews,phone:tel:081323284303, 2 to 11:50PM,,"-7.63113, 108.1135086",https://www.google.com/maps/place/Sate+Karangnunggal+%22Authentic+Sunda+Satay%22/data=!4m7!3m6!1s0x2e65e34a9129ff99:0x852af670b36c0751!8m2!3d-7.63113!4d108.1135086!16s%2Fg%2F11h42nmg0y!19sChIJmf8pkUrjZS4RUQdss3D2KoU?authuser=0&hl=en&rclk=1,Satay restaurant,"Jl. Raya Karangnunggal No.16, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186 ",,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Halal food,Lunch | Dinner | Catering | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Tasikmalaya,,,,,,,,,
"""Rm"" Saung Abah",4.3,9 reviews,,,,"-7.6657156, 108.1291306",https://www.google.com/maps/place/%22Rm%22+Saung+Abah/data=!4m7!3m6!1s0x2e65e145bb78ce03:0x36189df9e96662fc!8m2!3d-7.6657156!4d108.1291306!16s%2Fg%2F11j40xsftm!19sChIJA854u0XhZS4R_GJm6fmdGDY?authuser=0&hl=en&rclk=1,Restaurant,"Ciawi, Karangnunggal, Tasikmalaya Regency, West Java ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
Mie Ayam dan Bakso B.I,4.5,2 reviews,, 9AM to 5PM,,"-7.6364175, 108.1240227",https://www.google.com/maps/place/Mie+Ayam+dan+Bakso+B.I/data=!4m7!3m6!1s0x2e65e3510544d949:0x34b36948c0b08302!8m2!3d-7.6364175!4d108.1240227!16s%2Fg%2F11jbkbhlst!19sChIJSdlEBVHjZS4RAoOwwEhpszQ?authuser=0&hl=en&rclk=1,Restaurant,"947F+CJJ, Cikupa, Karangnunggal, Tasikmalaya Regency, West Java 46186 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Tasikmalaya ,,,,,,,,,
