title,sub_category,address,metadata,coordinate,link,review_point,review_total,open_hours,regency,contact_number,amenities,site,check_in,check_out,price_level,Service options,Accessibility,Offerings,Dining options,Atmosphere,Payments,Amenities,Crowd,Planning,Highlights
Grand Villa 2,Housing development,"32RR+8CG, Unnamed Road, Dukoh, Tegalagung, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9091933, 112.0410817",https://www.google.com/maps/place/Grand+Villa+2/data=!4m7!3m6!1s0x2e77996cbae9b307:0xa77f103a7c13a483!8m2!3d-6.9091933!4d112.0410817!16s%2Fg%2F11pdr19t84!19sChIJB7PpumyZdy4Rg6QTfDoQf6c?authuser=0&hl=en&rclk=1,5,1 review, Open 24 hours,  Tuban,,,,,,,,,,,,,,,,
khamim jr Golfish,Villa,"VV4X+Q9J, Jl. Windu Kunthoro, Pojok, Kec. Campurdarat, Kabupaten Tulungagung, Jawa Timur 66272 ",,"-8.1430412, 111.8983885",https://www.google.com/maps/place/khamim+jr+Golfish/data=!4m7!3m6!1s0x2e78e1d90b6d98eb:0x5d45dcd118da076c!8m2!3d-8.1430412!4d111.8983885!16s%2Fg%2F11np3pw5t7!19sChIJ65htC9nheC4RbAfaGNHcRV0?authuser=0&hl=en&rclk=1,5,1 review, 9AM to 5PM,  Tulungagung,,,,,,,,,,,,,,,,
PERUMAHAN VILLA MAJAPAHIT SEMANDING,Apartment complex,"Belakang Gg. Sd/Tenun, Krajan, Karang, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9116624, 112.0563223",https://www.google.com/maps/place/PERUMAHAN+VILLA+MAJAPAHIT+SEMANDING/data=!4m7!3m6!1s0x2e77973ad3ff05d3:0x2f75e1b778fc44ca!8m2!3d-6.9116624!4d112.0563223!16s%2Fg%2F11fm_3nvp3!19sChIJ0wX_0zqXdy4RykT8eLfhdS8?authuser=0&hl=en&rclk=1,5,3 reviews,,  Tuban,,,,,,,,,,,,,,,,
Villa gunung panggung,Housing complex,"33HG+9C3, Kiring, Gedongombo, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9216165, 112.0760514",https://www.google.com/maps/place/Villa+gunung+panggung/data=!4m7!3m6!1s0x2e7797a33c4d9845:0x4bdad7aafe0fba25!8m2!3d-6.9216165!4d112.0760514!16s%2Fg%2F11rs9sw13q!19sChIJRZhNPKOXdy4RJboP_qrX2ks?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Dr. Renaya Villas,Housing complex,"WVQC+5XG, Balerejo, Kauman, Tulungagung Regency, East Java 66261 ",,"-8.0620573, 111.8724392",https://www.google.com/maps/place/Dr.+Renaya+Villas/data=!4m7!3m6!1s0x2e78e38eb1b1bba9:0x945619dbaf7083ce!8m2!3d-8.0620573!4d111.8724392!16s%2Fg%2F11pz8byl5h!19sChIJqbuxsY7jeC4RzoNwr9sZVpQ?authuser=0&hl=en&rclk=1,5,1 review, 8AM to 6PM, Tulungagung ,,,,,,,,,,,,,,,,
Supatin Home,Villa,"Lidan, Kembangbilo, Tuban, Tuban Regency, East Java 62319 ",,"-6.9019771, 112.0253292",https://www.google.com/maps/place/Supatin+Home/data=!4m7!3m6!1s0x2e779935c809b9e7:0x21b2ead5ec43db66!8m2!3d-6.9019771!4d112.0253292!16s%2Fg%2F11jb8bcz6k!19sChIJ57kJyDWZdy4RZttD7NXqsiE?authuser=0&hl=en&rclk=1,5,7 reviews, Closed, Tuban ,phone:tel:085215111641,,,,,,,,,,,,,,,
Villa Huffadz,School,"WVH3+HR5, Gatak, Ngrendeng, Gondang, Tulungagung Regency, East Java 66263 ",,"-8.0711017, 111.8546228",https://www.google.com/maps/place/Villa+Huffadz/data=!4m7!3m6!1s0x2e791d66ea4a3097:0x867976f284f35c88!8m2!3d-8.0711017!4d111.8546228!16s%2Fg%2F11f3jh651s!19sChIJlzBK6mYdeS4RiFzzhPJ2eYY?authuser=0&hl=en&rclk=1,4.5,6 reviews, Closed, Tulungagung ,,,,,,,,,,,,,,,,
Villa EVEREST,Homestay,"4X6G+FCW, Kedungsari, Tuwiri Wetan, Kec. Merakurak, Kabupaten Tuban, Jawa Timur 62355 ",,"-6.8896781, 111.9763044",https://www.google.com/maps/place/Villa+EVEREST/data=!4m7!3m6!1s0x2e77a3a9e7321bc5:0x65d11e3b538fc77b!8m2!3d-6.8896781!4d111.9763044!16s%2Fg%2F11s3zdgxfz!19sChIJxRsy56mjdy4Re8ePUzse0WU?authuser=0&hl=en&rclk=1,5,5 reviews,,  Tuban,,,,,,,,,,,,,,,,
Gubuk pandu,Villa,"337Q+95X, Kiring, Gedongombo, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9365048, 112.0879772",https://www.google.com/maps/place/Gubuk+pandu/data=!4m7!3m6!1s0x2e7797034a36d321:0xba3cf741a3585dce!8m2!3d-6.9365048!4d112.0879772!16s%2Fg%2F11q1vs0__w!19sChIJIdM2SgOXdy4Rzl1Yo0H3PLo?authuser=0&hl=en&rclk=1,5,2 reviews,,  Tuban,,,,,,,,,,,,,,,,
Rumah Rudi,Villa,"Jl. Tj. Raya No.7, Widengan, Gedongombo, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62391 ",,"-6.9176685, 112.0875235",https://www.google.com/maps/place/Rumah+Rudi/data=!4m7!3m6!1s0x2e77972760e28e8f:0x1fbe658cd713499f!8m2!3d-6.9176685!4d112.0875235!16s%2Fg%2F11t57gh4jm!19sChIJj47iYCeXdy4Rn0kT14xlvh8?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Tuban,,,,,,,,,,,,,,,,
Rumah ibu Ahnon,Villa,"W39F+4Q4, Jl. Nangka, Kauman, Kec. Srengat, Kabupaten Blitar, Jawa Timur 66152 ",,"-8.082076, 112.074033",https://www.google.com/maps/place/Rumah+ibu+Ahnon/data=!4m7!3m6!1s0x2e78efb9be544795:0x1f08e5d77d8b779b!8m2!3d-8.082076!4d112.074033!16s%2Fg%2F11thh8y1__!19sChIJlUdUvrnveC4Rm3eLfdflCB8?authuser=0&hl=en&rclk=1,,,,  Blitar,,,,,,,,,,,,,,,,
Atlantic Swimmingpool and Villa Tuban,Swimming pool,"Gg. Wijaya Kusuma II No.4, Ronggomulyo, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62313 ",,"-6.8929474, 112.0496659",https://www.google.com/maps/place/Atlantic+Swimmingpool+and+Villa+Tuban/data=!4m7!3m6!1s0x2e77bd5310bd09a5:0xd8514a902bc1a783!8m2!3d-6.8929474!4d112.0496659!16s%2Fg%2F11gbkxhrrn!19sChIJpQm9EFO9dy4Rg6fBK5BKUdg?authuser=0&hl=en&rclk=1,4.1,168 reviews, 6AM to 8PM,  Tuban,phone:tel:085603372551,,https://atlantic-swimmingpool-and-villa-tuban.business.site/,,,,,,,,,,,,,
Gondek ngorok ngorok,Villa,"VRHF+WGH, Unnamed Road, Nglandean, Malasan, Kec. Durenan, Kabupaten Trenggalek, Jawa Timur 66381 ",,"-8.1201977, 111.8238563",https://www.google.com/maps/place/Gondek+ngorok+ngorok/data=!4m7!3m6!1s0x2e791d7e1286ffa1:0x8b7e3f90d9fb62db!8m2!3d-8.1201977!4d111.8238563!16s%2Fg%2F11pvmk453b!19sChIJof-GEn4deS4R22L72ZA_fos?authuser=0&hl=en&rclk=1,,,,  Trenggalek,,,,,,,,,,,,,,,,
Grand villa sejahtera No 28,Housing development,"Gg. Sejahtera I Barat Perum Grand Villa Sejahtera No.28, Krajan, Karang, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9082239, 112.0430893",https://www.google.com/maps/place/Grand+villa+sejahtera+No+28/data=!4m7!3m6!1s0x2e7799d9a783a825:0x92a532bb63ada219!8m2!3d-6.9082239!4d112.0430893!16s%2Fg%2F11rm_xz81q!19sChIJJaiDp9mZdy4RGaKtY7sypZI?authuser=0&hl=en&rclk=1,,,,  Tuban,phone:tel:085735099050,,,,,,,,,,,,,,,
Villa Cell,Store,"XW7P+FGQ, Jl. Desa, RT.01/RW.01, Ngipik, Bangoan, Kec. Kedungwaru, Kabupaten Tulungagung, Jawa Timur 66229 ",,"-8.0362944, 111.9363584",https://www.google.com/maps/place/Villa+Cell/data=!4m7!3m6!1s0x2e78fd8d8ad66f13:0x12411a7aea4faf94!8m2!3d-8.0362944!4d111.9363584!16s%2Fg%2F11gkbgp7qn!19sChIJE2_Wio39eC4RlK9P6noaQRI?authuser=0&hl=en&rclk=1,,,,  Tulungagung,phone:tel:081259707540,,,,,,In-store shopping,Wheelchair-accessible entrance,,,,,,,,
"""VINEYARD"" Agro,Cave & Villa",Homestay,"4X6G+FCW, Kedungsari, Tuwiri Wetan, Kec. Merakurak, Kabupaten Tuban, Jawa Timur 62355 ",,"-6.8894421, 111.976462","https://www.google.com/maps/place/%22VINEYARD%22+Agro,Cave+%26+Villa/data=!4m7!3m6!1s0x2e77a357352afea9:0x8865972405b45630!8m2!3d-6.8894421!4d111.976462!16s%2Fg%2F11tbx19z_r!19sChIJqf4qNVejdy4RMFa0BSSXZYg?authuser=0&hl=en&rclk=1",,,,  Tuban,,,,,,,,,,,,,,,,
Dianita Villa Agustina House,Housing complex,"33JG+WJW, Gg. Asem Sumber I, Dondong, Gedongombo, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9182931, 112.0769898",https://www.google.com/maps/place/Dianita+Villa+Agustina+House/data=!4m7!3m6!1s0x2e77970bfdef1873:0x6f87dd11f801a95!8m2!3d-6.9182931!4d112.0769898!16s%2Fg%2F11jsk9p68r!19sChIJcxjv_QuXdy4RlRqAH9F9-AY?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Villa Tahfiz Al-Azhar,Lodging,"RRMM+H3R, Jl. Raya Sodo, Krenggan, Ngebong, Kec. Pakel, Kabupaten Tulungagung, Jawa Timur 66273 ",,"-8.166009, 111.832635",https://www.google.com/maps/place/Villa+Tahfiz+Al-Azhar/data=!4m7!3m6!1s0x2e791f866325098b:0x94d546c68f49cc6c!8m2!3d-8.166009!4d111.832635!16s%2Fg%2F11hdqwnv37!19sChIJiwklY4YfeS4RbMxJj8ZG1ZQ?authuser=0&hl=en&rclk=1,5,6 reviews,,  Tulungagung,,,,,,,,,,,,,,,,
Villa Dhifal,Country house,"Jl. Cemara No.5, Pasekan, Tasikmadu, Kec. Palang, Kabupaten Tuban, Jawa Timur 62391 ",,"-6.9142372, 112.0908152",https://www.google.com/maps/place/Villa+Dhifal/data=!4m7!3m6!1s0x2e7797cbbf454c65:0xc24e246d3165ffad!8m2!3d-6.9142372!4d112.0908152!16s%2Fg%2F11hcd2m9nt!19sChIJZUxFv8uXdy4Rrf9lMW0kTsI?authuser=0&hl=en&rclk=1,5,1 review, Open 24 hours,  Tuban,,,,,,,,,,,,,,,,
Villa Nenek TA,Lodging,"RQ2P+7C, Tempel, Tanggulkundung, Kec. Besuki, Kabupaten Tulungagung, Jawa Timur 66275 ",,"-8.1992566, 111.7860097",https://www.google.com/maps/place/Villa+Nenek+TA/data=!4m7!3m6!1s0x2e791f93f0e337cb:0xee03d0a0eb25f421!8m2!3d-8.1992566!4d111.7860097!16s%2Fg%2F11hyf164fl!19sChIJyzfj8JMfeS4RIfQl66DQA-4?authuser=0&hl=en&rclk=1,4.8,6 reviews,,  Tulungagung,phone:tel:081290285802,,,,,,,,,,,,,,,
Rumah gio,Villa,"3WXX+QX6, Tegalmojo, Senori, Kec. Merakurak, Kabupaten Tuban, Jawa Timur ",,"-6.9005913, 111.9498913",https://www.google.com/maps/place/Rumah+gio/data=!4m7!3m6!1s0x2e77a1deb7b58d1f:0x9154703b5393c212!8m2!3d-6.9005913!4d111.9498913!16s%2Fg%2F11sbxnf9tn!19sChIJH421t96hdy4REsKTUztwVJE?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
RUMAHKU,Villa,"35J9+3GR, Randu Geneng, Cepokorejo, Kec. Palang, Kabupaten Tuban, Jawa Timur 62391 ",,"-6.9197746, 112.1687667",https://www.google.com/maps/place/RUMAHKU/data=!4m7!3m6!1s0x2e7795954e83d945:0xa6ecd334ec7ba193!8m2!3d-6.9197746!4d112.1687667!16s%2Fg%2F11rklt827d!19sChIJRdmDTpWVdy4Rk6F77DTT7KY?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Mbk Im kusna,Villa,"X2PM+692, Unnamed Road, Plosokursi, Mangunan, Kec. Udanawu, Kabupaten Blitar, Jawa Timur 66154 ",,"-8.0144865, 112.0333928",https://www.google.com/maps/place/Mbk+Im+kusna/data=!4m7!3m6!1s0x2e78fbf8a06c4a13:0x95ccc38d01534ade!8m2!3d-8.0144865!4d112.0333928!16s%2Fg%2F11swg4fgnz!19sChIJE0psoPj7eC4R3kpTAY3DzJU?authuser=0&hl=en&rclk=1,,,,  Blitar,,,,,,,,,,,,,,,,
Rumah Puji,Villa,"XXVJ+F87, Pambuhan, Gesikan, Kec. Grabagan, Kabupaten Tuban, Jawa Timur 62371 ",,"-7.0063329, 111.9808094",https://www.google.com/maps/place/Rumah+Puji/data=!4m7!3m6!1s0x2e779b6b48c998c1:0x251234ccaf7b4656!8m2!3d-7.0063329!4d111.9808094!16s%2Fg%2F11pts7_zrf!19sChIJwZjJSGubdy4RVkZ7r8w0EiU?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Tuban,,,,,,,,,,,,,,,,
Zuhdi villa,Villa,"WWMV+XWP, Bulung, Nguruan, Kec. Soko, Kabupaten Tuban, Jawa Timur 62372 ",,"-7.0647396, 111.9450035",https://www.google.com/maps/place/Zuhdi+villa/data=!4m7!3m6!1s0x2e779d133c258d2d:0xea55cfd622eb7841!8m2!3d-7.0647396!4d111.9450035!16s%2Fg%2F11ptv69flk!19sChIJLY0lPBOddy4RQXjrItbPVeo?authuser=0&hl=en&rclk=1,4,1 review,,  Tuban,,,,,,,,,,,,,,,,
Villa Jengglik Com,Computer service,"XR9R+7G3, Pucangan, Kec. Kauman, Kabupaten Tulungagung, Jawa Timur 66261 ",,"-8.0318655, 111.841289",https://www.google.com/maps/place/Villa+Jengglik+Com/data=!4m7!3m6!1s0x2e7902bb85dc72ff:0x270b847a4c4ea33c!8m2!3d-8.0318655!4d111.841289!16s%2Fg%2F11cr_dfq0y!19sChIJ_3LchbsCeS4RPKNOTHqECyc?authuser=0&hl=en&rclk=1,4.5,6 reviews, 5AM to 9PM,  Tulungagung,,,,,,,,,,,,,,,,
Villa toif,Villa,"3W55+FG8, Grogolan, Pucangan, Kec. Montong, Kabupaten Tuban, Jawa Timur 62357 ",,"-6.9413423, 111.9088368",https://www.google.com/maps/place/Villa+toif/data=!4m7!3m6!1s0x2e779f27eae04a33:0xf168dc54ae1f8949!8m2!3d-6.9413423!4d111.9088368!16s%2Fg%2F11lrldbbk2!19sChIJM0rg6iefdy4RSYkfrlTcaPE?authuser=0&hl=en&rclk=1,4.5,2 reviews,,  Tuban,phone:tel:085336308902,,,,,,,,,,,,,,,
Rumah kanza,Villa,"24PR+63W, Sidorejo, Ngimbang, Kec. Palang, Kabupaten Tuban, Jawa Timur 62391 ",,"-6.9643757, 112.1401891",https://www.google.com/maps/place/Rumah+kanza/data=!4m7!3m6!1s0x2e7797e321b2203f:0xfd4c2cd2a3a0ad46!8m2!3d-6.9643757!4d112.1401891!16s%2Fg%2F11s1ppfj8q!19sChIJPyCyIeOXdy4RRq2go9IsTP0?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Rumah Bu Murtri,Villa,"3278+QRM, Krajan, Jadi, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9349685, 112.0165707",https://www.google.com/maps/place/Rumah+Bu+Murtri/data=!4m7!3m6!1s0x2e77996e059e4deb:0x96d52bb37a7e47d0!8m2!3d-6.9349685!4d112.0165707!16s%2Fg%2F11jzqn4qzk!19sChIJ602eBW6Zdy4R0Ed-erMr1ZY?authuser=0&hl=en&rclk=1,5,1 review,,  Tuban,,,,,,,,,,,,,,,,
Pos 02,Villa,"24WJ+M2P, Jl. Raya Desa Ngimbang, Sidorejo, Ngimbang, Kec. Palang, Kabupaten Tuban, Jawa Timur 62391 ",,"-6.9532874, 112.1300848",https://www.google.com/maps/place/Pos+02/data=!4m7!3m6!1s0x2e7797f9b7962fe9:0x7ecc237b59dfa89d!8m2!3d-6.9532874!4d112.1300848!16s%2Fg%2F11sbzrdt5g!19sChIJ6S-Wt_mXdy4RnajfWXsjzH4?authuser=0&hl=en&rclk=1,4,1 review,,  Tuban,,,,,,,,,,,,,,,,
Rmh dedy,Villa,"RQXF+7X6, Dalang, Singgit, Kec. Bandung, Kabupaten Tulungagung, Jawa Timur 66274 ",,"-8.1518303, 111.7748807",https://www.google.com/maps/place/Rmh+dedy/data=!4m7!3m6!1s0x2e791fb7c281d92d:0x937c8b1e4a89e484!8m2!3d-8.1518303!4d111.7748807!16s%2Fg%2F11rz7xgyk9!19sChIJLdmBwrcfeS4RhOSJSh6LfJM?authuser=0&hl=en&rclk=1,,,,  Tulungagung,,,,,,,,,,,,,,,,
Villa Villi,,"jalan gondorejo kav. 2A, belakang kantor Desa Oro-oro ombo, Oro-Oro Ombo, Kecamatan Batu, Oro-Oro Ombo, Kec. Batu, Kota Batu, Jawa Timur 65316 ",,"-7.8942353, 112.5346554",https://www.google.com/maps/place/Villa+Villi/data=!4m7!3m6!1s0x2e78812fbeac7fcf:0xb02b74b6da031c8e!8m2!3d-7.8942353!4d112.5346554!16s%2Fg%2F11g8795mx8!19sChIJz3-svi-BeC4RjhwD2rZ0K7A?authuser=0&hl=en&rclk=1,4.7,74 reviews,,  Batu,phone:tel:08563608383, Free Wi-Fi available  |  Breakfast unavailable  |  Free parking available  |  Pool unavailable  |  Business center unavailable  |  Pet-friendly available  |  Kid-friendly available  |  Restaurant unavailable  |  Airport shuttle unavailable  |  Hot tub available  |  Fitness center available  |  Smoke-free unavailable ,https://www.airbnb.com/rooms/18771059?preview_for_ml=true,,,,,,,,,,,,,
HomeStay,Villa,"WWPW+426, Bulung, Nguruan, Kec. Soko, Kabupaten Tuban, Jawa Timur 62372 ",,"-7.0647193, 111.9450097",https://www.google.com/maps/place/HomeStay/data=!4m7!3m6!1s0x2e779d432d9a2289:0xf9f67e87b76f7ab7!8m2!3d-7.0647193!4d111.9450097!16s%2Fg%2F11ptv9x5lb!19sChIJiSKaLUOddy4Rt3pvt4d-9vk?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
VILLA SARINGAH,Housing complex,"VRP7+M59, Jajar, Sumbergayam, Durenan, Trenggalek Regency, East Java 66381 ",,"-8.1133347, 111.8129861",https://www.google.com/maps/place/VILLA+SARINGAH/data=!4m7!3m6!1s0x2e791d271654db47:0xb84311c76b264a42!8m2!3d-8.1133347!4d111.8129861!16s%2Fg%2F11nxqxzcxr!19sChIJR9tUFicdeS4RQkoma8cRQ7g?authuser=0&hl=en&rclk=1,,,, Trenggalek ,,,,,,,,,,,,,,,,
Rumah Ikhwan Komida,Villa,"X4R5+W7V, Dempel, Sumberagung, Kec. Plumpang, Kabupaten Tuban, Jawa Timur 62382 ",,"-7.0076315, 112.1081569",https://www.google.com/maps/place/Rumah+Ikhwan+Komida/data=!4m7!3m6!1s0x2e77912dae807a29:0x9c264f53da8dbf4!8m2!3d-7.0076315!4d112.1081569!16s%2Fg%2F11ptv4ksz6!19sChIJKXqAri2Rdy4R9NuoPfVkwgk?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
King's,Villa,"XX33+38, Dusun Galeh, Ngrejeng, Kec. Grabagan, Kabupaten Tuban, Jawa Timur 62372 ",,"-7.0473681, 111.9532792",https://www.google.com/maps/place/King's/data=!4m7!3m6!1s0x2e779bdb2180b0b9:0xb067ff9e4fd4692f!8m2!3d-7.0473681!4d111.9532792!16s%2Fg%2F11rr7wk1zb!19sChIJubCAIdubdy4RL2nUT57_Z7A?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
LANGITAN SOUND,Villa,"Tekik, Rejosari, Kalidawir, Tulungagung Regency, East Java 66281 ",,"-8.2326382, 111.9538647",https://www.google.com/maps/place/LANGITAN+SOUND/data=!4m7!3m6!1s0x2e78dd60d680557b:0xc09788977f32e40c!8m2!3d-8.2326382!4d111.9538647!16s%2Fg%2F11llqwr0g2!19sChIJe1WA1mDdeC4RDOQyf5eIl8A?authuser=0&hl=en&rclk=1,,,, Tulungagung ,,,,,,,,,,,,,,,,
Rumah Cindy,Housing development,"Gg. Sejahtera I Barat Perumahan Grand Villa Sejahtera No.34 B, RT.11/RW.05, Bukit Karang, Karang, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9075155, 112.0434841",https://www.google.com/maps/place/Rumah+Cindy/data=!4m7!3m6!1s0x2e7799260b65816d:0x93f985283f3d090c!8m2!3d-6.9075155!4d112.0434841!16s%2Fg%2F11sgshzx6v!19sChIJbYFlCyaZdy4RDAk9PyiF-ZM?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Luluk mukhlishin,Villa,"XWV3+QF2, Krajan, Bringin, Kec. Montong, Kabupaten Tuban, Jawa Timur 62357 ",,"-7.0056079, 111.9036524",https://www.google.com/maps/place/Luluk+mukhlishin/data=!4m7!3m6!1s0x2e779dd650e9fe07:0x3dfebb1ca8a9bd1f!8m2!3d-7.0056079!4d111.9036524!16s%2Fg%2F11tc06w4fq!19sChIJB_7pUNaddy4RH72pqBy7_j0?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Mas Eme,Villa,"5VRQ+5VR, RT.002/RW.2, Merkawang, Kec. Tambakboyo, Kabupaten Tuban, Jawa Timur 62352 ",,"-6.809537, 111.8895684",https://www.google.com/maps/place/Mas+Eme/data=!4m7!3m6!1s0x2e77a7ed8cccf5cf:0x31e750cc201a8bee!8m2!3d-6.809537!4d111.8895684!16s%2Fg%2F11q9rn44l8!19sChIJz_XMjO2ndy4R7osaIMxQ5zE?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Myhome,Gated community,"Gg. Sejahtera I Barat Jl. Bukit Karang No.78, RT.11/RW.05, Bukit Karang, Karang, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.907657, 112.042271",https://www.google.com/maps/place/Myhome/data=!4m7!3m6!1s0x2e779964f930fad5:0xcd5a862448dba4b2!8m2!3d-6.907657!4d112.042271!16s%2Fg%2F11mr2tndn1!19sChIJ1fow-WSZdy4RsqTbSCSGWs0?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
SUTUQULLUPISE,Villa,"XW5Q+6HJ, Krajan, Ngarum, Kec. Grabagan, Kabupaten Tuban, Jawa Timur 62372 ",,"-7.0419187, 111.9388929",https://www.google.com/maps/place/SUTUQULLUPISE/data=!4m7!3m6!1s0x2e779d0fd1c20717:0x95b69c85cd381c2d!8m2!3d-7.0419187!4d111.9388929!16s%2Fg%2F11q9_ngsyq!19sChIJFwfC0Q-ddy4RLRw4zYWctpU?authuser=0&hl=en&rclk=1,5,1 review,,  Tuban,,,,,,,,,,,,,,,,
Villa de Durian Tuban,Tourist attraction,"Dusun Tegalbang, Kowang, Kec. Semanding, Kabupaten Tuban, Jawa Timur ",,"-6.9490625, 112.0809375",https://www.google.com/maps/place/Villa+de+Durian+Tuban/data=!4m7!3m6!1s0x2e7797931d01142f:0x7bab7dc920ffd80e!8m2!3d-6.9490625!4d112.0809375!16s%2Fg%2F11s5gsff9m!19sChIJLxQBHZOXdy4RDtj_IMl9q3s?authuser=0&hl=en&rclk=1,5,1 review,,  Tuban,,,,,,,,,,,,,,,,
Villa jeco,Housing development,"3X4R+F33, Gembul, Jadi, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62381 ",,"-6.9438748, 111.9901657",https://www.google.com/maps/place/Villa+jeco/data=!4m7!3m6!1s0x2e7799d63ee0a3c7:0xfccceb04a8c2be31!8m2!3d-6.9438748!4d111.9901657!16s%2Fg%2F11rv5jt61_!19sChIJx6PgPtaZdy4RMb7CqATrzPw?authuser=0&hl=en&rclk=1,5,2 reviews,,  Tuban,,,,,,,,,,,,,,,,
Wisma Cendrawasih,Indoor lodging,"Gg. Kos-Kosan No.2, Bukit Karang, Karang, Kec. Semanding, Kabupaten Tuban, Jawa Timur 62314 ",,"-6.9041648, 112.0404172",https://www.google.com/maps/place/Wisma+Cendrawasih/data=!4m7!3m6!1s0x2e779806bee7855d:0x376365c5ace817b5!8m2!3d-6.9041648!4d112.0404172!16s%2Fg%2F11c73gbrk6!19sChIJXYXnvgaYdy4RtRforMVlYzc?authuser=0&hl=en&rclk=1,4,3 reviews,,  Tuban,phone:tel:0356322100,,,,,,,,,,,,,,,
bubin,Villa,"4VCF+J4F, Jalan Raya Desa, Ngluwuk, Kedungrejo, Kerek, Tuban Regency, East Java 62356 ",,"-6.8784478, 111.8727872",https://www.google.com/maps/place/bubin/data=!4m7!3m6!1s0x2e77a191f0c18c0d:0xa25da9093768bb98!8m2!3d-6.8784478!4d111.8727872!16s%2Fg%2F11lt6j76w4!19sChIJDYzB8JGhdy4RmLtoNwmpXaI?authuser=0&hl=en&rclk=1,5,1 review,, Tuban ,,,,,,,,,,,,,,,,
Kost Griya Amanah,Villa,"Gg. Wijaya Kusuma II No.69, Ronggomulyo, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62313 ",,"-6.8932896, 112.0515034",https://www.google.com/maps/place/Kost+Griya+Amanah/data=!4m7!3m6!1s0x2e77bd2aa1d8e3f3:0x191824f061bbbf45!8m2!3d-6.8932896!4d112.0515034!16s%2Fg%2F11qg1f4rr4!19sChIJ8-PYoSq9dy4RRb-7YfAkGBk?authuser=0&hl=en&rclk=1,5,1 review,,  Tuban,,,,,,,,,,,,,,,,
Rumah Bu Prito,Hotel,"WV3W+28J, Jl. Ki Mangun Sarkoro, Ngreco, Waung, Kec. Boyolangu, Kabupaten Tulungagung, Jawa Timur 66235 ",,"-8.0974081, 111.8957744",https://www.google.com/maps/place/Rumah+Bu+Prito/data=!4m7!3m6!1s0x2e78e31e11b009c9:0xe2807f26dc8ec370!8m2!3d-8.0974081!4d111.8957744!16s%2Fg%2F11hyd3dx8b!19sChIJyQmwER7jeC4RcMOO3CZ_gOI?authuser=0&hl=en&rclk=1,5,1 review,,  Tulungagung,,,,,,,,,,,,,,,,
Haji Prass,Villa,"3W6P+7GV, Tileng, Talun, Kec. Montong, Kabupaten Tuban, Jawa Timur 62357 ",,"-6.939275, 111.9363088",https://www.google.com/maps/place/Haji+Prass/data=!4m7!3m6!1s0x2e779f08fa3df393:0xfd273edfdf897341!8m2!3d-6.939275!4d111.9363088!16s%2Fg%2F11pc9yxzd9!19sChIJk_M9-gifdy4RQXOJ398-J_0?authuser=0&hl=en&rclk=1,,,,  Tuban,,,,,,,,,,,,,,,,
Wisma Milagros Kepuh,Homestay,"WW55+M93, Tugu, Kepuh, Boyolangu, Tulungagung Regency, East Java 66234 ",,"-8.0908555, 111.908417",https://www.google.com/maps/place/Wisma+Milagros+Kepuh/data=!4m7!3m6!1s0x2e78e3ac449869e9:0x456b2e1bb20b9f46!8m2!3d-8.0908555!4d111.908417!16s%2Fg%2F11g7z6q0sg!19sChIJ6WmYRKzjeC4RRp8Lshsua0U?authuser=0&hl=en&rclk=1,5,13 reviews,, Tulungagung ,,,,,,,,,,,,,,,,
