title,review_point,review_total,address,site,contact_number,check_in,check_out,metadata,amenities,coordinate,regency,link,sub_category,price_level,open_hours,about
SPOT ON 1055 Sakura Homestay Syariah,4.0,164 reviews,"Jl. Cileungsi - Setu No.28, Pasir Angin, Kec. Cileungsi, Kabupaten Bogor, Jawa Barat 16820 ",https://www.oyorooms.com/h/60711/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_JKT176&latitude=-6.379776&longitude=106.992658&locale=id,phone:tel:02129707601,,,, Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly unavailable  |  Airport shuttle unavailable  |  Fitness center unavailable ,"-6.3798031, 106.9926853",  Bogor,https://www.google.com/maps/place/SPOT+ON+1055+Sakura+Homestay+Syariah/data=!4m10!3m9!1s0x2e699538cac8acc1:0xbb3e5d0c7291cf87!5m2!4m1!1i2!8m2!3d-6.3798031!4d106.9926853!16s%2Fg%2F11h1dm4xzf!19sChIJwazIyjiVaS4Rh8-RcgxdPrs?authuser=0&hl=en&rclk=1,,,,
Kost Pondok Damai,4.5,20 reviews,"Jalan Kaliurang KM 13,5 Dusun Nganggrung NO 48 b RT 01 RW 30, Besi, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581 ",http://www.instagram.com/pondokdamaijogja,phone:tel:081328404218,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable ,"-7.6940779, 110.4172228",  Sleman,https://www.google.com/maps/place/Kost+Pondok+Damai/data=!4m10!3m9!1s0x2e7a5fccc39f3c1d:0x3a212ebd53f2e012!5m2!4m1!1i2!8m2!3d-7.6940779!4d110.4172228!16s%2Fg%2F11gs81q0n4!19sChIJHTyfw8xfei4REuDyU70uITo?authuser=0&hl=en&rclk=1,,,,
The Colony Hotel,4.6,88 reviews,"Jl. Laksamana Basangkasa, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",http://www.thecolonyhotelbali.com/,phone:tel:0361736160,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Airport shuttle unavailable  |  Spa available ,"-8.682505, 115.153415",  Badung,https://www.google.com/maps/place/The+Colony+Hotel/data=!4m10!3m9!1s0x2dd247101f34ff35:0x514f2febafe6c10b!5m2!4m1!1i2!8m2!3d-8.682505!4d115.153415!16s%2Fg%2F12hnkwx24!19sChIJNf80HxBH0i0RC8Hmr-svT1E?authuser=0&hl=en&rclk=1,,,,
Favehotel Pamanukan,4.9,"1,092 reviews","Jl. M. Tjetje Dzakaria No.92, Rancasari, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",http://pamanukan.favehotels.com/,phone:tel:081290099985,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Pool unavailable  |  Laundry service available  |  Room service available  |  Restaurant available ,"-6.2911526, 107.8184164",  Subang,https://www.google.com/maps/place/Favehotel+Pamanukan/data=!4m10!3m9!1s0x2e69453af9513cb3:0xb87c7b972aca4239!5m2!4m1!1i2!8m2!3d-6.2911526!4d107.8184164!16s%2Fg%2F11sn2gkb10!19sChIJszxR-TpFaS4ROULKKpd7fLg?authuser=0&hl=en&rclk=1,,,,
Hotel Markoni Pamanukan RedPartner,3.8,75 reviews,"Jalan Sukasari, Jl. Sukasari KM.4, Sukasari, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",https://www.reddoorz.com/id-id/hotel/indonesia/subang/sukasari/hotel-markoni-pamanukan?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,phone:tel:02180629666,,,, Free Wi-Fi available  |  Pool available ,"-6.2903008, 107.7890978",  Subang,https://www.google.com/maps/place/Hotel+Markoni+Pamanukan+RedPartner/data=!4m10!3m9!1s0x2e6944eb17cf8d3b:0x5279f9bdb4d89fe!5m2!4m1!1i2!8m2!3d-6.2903008!4d107.7890978!16s%2Fg%2F11b6gk_plm!19sChIJO43PF-tEaS4R_olN25ufJwU?authuser=0&hl=en&rclk=1,,,,
Gaia Asri Hotel,4.2,345 reviews,"Jl. Ion Martasasmita No.54, Rancasari, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",,phone:tel:02607547766,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Accessible unavailable  |  Pool unavailable  |  Air-conditioned available  |  Business center unavailable  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Fitness center unavailable  |  Bar available  |  Smoke-free unavailable ,"-6.2962254, 107.8209511",  Subang,https://www.google.com/maps/place/Gaia+Asri+Hotel/data=!4m10!3m9!1s0x2e6945fd155d8f37:0x2469c448c8e0728e!5m2!4m1!1i2!8m2!3d-6.2962254!4d107.8209511!16s%2Fg%2F11g18__6w3!19sChIJN49dFf1FaS4RjnLgyEjEaSQ?authuser=0&hl=en&rclk=1,,,,
Hotel Markoni Pamanukan,3.8,187 reviews,"Jl,Raya,Batang Sari,Subang, Sukareja, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",,phone:tel:081333332890,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available ,"-6.290325, 107.7883965",  Subang,https://www.google.com/maps/place/Hotel+Markoni+Pamanukan/data=!4m10!3m9!1s0x2e6944eb3946cfc1:0xce843b12cddb0091!5m2!4m1!1i2!8m2!3d-6.290325!4d107.7883965!16s%2Fg%2F1hm2rlqx6!19sChIJwc9GOetEaS4RkQDbzRI7hM4?authuser=0&hl=en&rclk=1,,,,
Penginapan Losmen Ayu,3.7,165 reviews,"PR55+JH7, Jl. M. Tjetje Dzakaria, Pamanukan, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",,phone:tel:081224543678,,,, Pool unavailable ,"-6.2905134, 107.8088032",  Subang,https://www.google.com/maps/place/Penginapan+Losmen+Ayu/data=!4m10!3m9!1s0x2e69451c302413e9:0x1a8ccc4ce16e397b!5m2!4m1!1i2!8m2!3d-6.2905134!4d107.8088032!16s%2Fg%2F11g7_nt8kn!19sChIJ6RMkMBxFaS4Rezlu4UzMjBo?authuser=0&hl=en&rclk=1,,,,
OYO 90478 Losmen Ayu,3.6,5 reviews,"PR7C+C75, Pamanukan, Subang Regency, West Java 41254 ",,phone:tel:08041040040,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.2864769, 107.8207218", Subang ,https://www.google.com/maps/place/OYO+90478+Losmen+Ayu/data=!4m10!3m9!1s0x2e6945186f6db3d1:0x8893cd6b789a9423!5m2!4m1!1i2!8m2!3d-6.2864769!4d107.8207218!16s%2Fg%2F11sq_cmw_f!19sChIJ0bNtbxhFaS4RI5SaeGvNk4g?authuser=0&hl=en&rclk=1,,,,
Sparks Odeon Sukabumi,4.5,"2,008 reviews","Jl. Pajagalan No.55, Nyomplong, Kec. Warudoyong, Kota Sukabumi, Jawa Barat 43131 ",,phone:tel:02666220277,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.9251497, 106.9238661",  Sukabumi,https://www.google.com/maps/place/Sparks+Odeon+Sukabumi/data=!4m10!3m9!1s0x2e6848252ba0b901:0x75aedc0b3a6a7aca!5m2!4m1!1i2!8m2!3d-6.92515!4d106.923866!16s%2Fg%2F11c57vwsch!19sChIJAbmgKyVIaC4RynpqOgvcrnU?authuser=0&hl=en&rclk=1,,,,
Imah Seniman,4.3,"4,021 reviews","Jl. Kolonel Masturi No. VIII, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391 ",,phone:tel:0222787768,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Spa available ,"-6.8219366, 107.6060099",  Bandung Barat,https://www.google.com/maps/place/Imah+Seniman/data=!4m10!3m9!1s0x2e68e116e5fedaad:0xadbff9819b03b5d2!5m2!4m1!1i2!8m2!3d-6.821937!4d107.60601!16s%2Fg%2F1hhwvpf10!19sChIJrdr-5RbhaC4R0rUDm4H5v60?authuser=0&hl=en&rclk=1,,,,
Sagara Candidasa,4.6,381 reviews,"Jl. Raya Candidasa, Sengkidu, Kec. Manggis, Kabupaten Karangasem, Bali ",https://www.sagarabali.com/,phone:tel:036342007,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Beach access available  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available ,"-8.5100184, 115.5704357",  Karangasem,https://www.google.com/maps/place/Sagara+Candidasa/data=!4m10!3m9!1s0x2dd2092cec329603:0x8e0899c7eb70ecea!5m2!4m1!1i2!8m2!3d-8.5100184!4d115.5704357!16s%2Fg%2F11d_v9m_8d!19sChIJA5Yy7CwJ0i0R6uxw68eZCI4?authuser=0&hl=en&rclk=1,,,,
MAHALAYA: The Legacy Hotel,4.7,54 reviews,"CRQF+7PF, Setabelan, Banjarsari, Surakarta City, Central Java 57133 ",,phone:tel:02712934888,,,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available ,"-7.5617711, 110.8242962", Surakarta ,https://www.google.com/maps/place/MAHALAYA:+The+Legacy+Hotel/data=!4m10!3m9!1s0x2e7a173b947c51c9:0x2b6071c7effa7c33!5m2!4m1!1i2!8m2!3d-7.5617711!4d110.8242962!16s%2Fg%2F11rn8s3v5z!19sChIJyVF8lDsXei4RM3z678dxYCs?authuser=0&hl=en&rclk=1,,,,
Destiny Boutique Hotel,4.1,319 reviews,"Jl. Drupadi No.10, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",http://destinyhotel.com/,phone:tel:03614741200,,,, Free Wi-Fi available  |  Breakfast available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-8.6897435, 115.1620177",  Badung,https://www.google.com/maps/place/Destiny+Boutique+Hotel/data=!4m10!3m9!1s0x2dd2471ed77c93c7:0x14919419fd71a12b!5m2!4m1!1i2!8m2!3d-8.6897435!4d115.1620177!16s%2Fg%2F11b73qj9hz!19sChIJx5N81x5H0i0RK6Fx_RmUkRQ?authuser=0&hl=en&rclk=1,,,,
Hotel Rid's,4.6,316 reviews,"Jl. Sultan Mahmud Badaruddin II, Sukodadi, Kec. Sukarami, Kota Palembang, Sumatera Selatan 30961 ",,phone:tel:07116206200,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Laundry service available  |  Room service available  |  Restaurant available ,"-2.9151566, 104.6992839",  Palembang,https://www.google.com/maps/place/Hotel+Rid's/data=!4m10!3m9!1s0x2e3b7340330a9b9d:0x165748778d604490!5m2!4m1!1i2!8m2!3d-2.9151566!4d104.6992839!16s%2Fg%2F11ngjrnmmp!19sChIJnZsKM0BzOy4RkERgjXdIVxY?authuser=0&hl=en&rclk=1,,,,
OYO 1837 Telone Bungalow,3.5,50 reviews,"5GCF+Q7P, Sekaroh, Jerowaru, East Lombok Regency, West Nusa Tenggara ",https://www.oyorooms.com/h/84526/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_KLT004&latitude=-8.82803277984&longitude=116.52320154&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Beach access available ,"-8.8280328, 116.5232015", East Lombok ,https://www.google.com/maps/place/OYO+1837+Telone+Bungalow/data=!4m10!3m9!1s0x2dcc568523080fd9:0xf9e7ef1a5dcf9a83!5m2!4m1!1i2!8m2!3d-8.8280328!4d116.5232015!16s%2Fg%2F11c2pdcw42!19sChIJ2Q8II4VWzC0Rg5rPXRrv5_k?authuser=0&hl=en&rclk=1,,,,
King Stone Resort Hotel,4.1,406 reviews,"Jl. Mendu No.9, RT.002/RW.003, Jatirangga, Kec. Jatisampurna, Kota Bks, Jawa Barat 17434 ",https://goo.gl/maps/sdoGqnDbkun,phone:tel:02121384415,,,, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-6.3713807, 106.936098",  Bks,https://www.google.com/maps/place/King+Stone+Resort+Hotel/data=!4m10!3m9!1s0x2e69935df7e36a33:0x4612fe9515259d0c!5m2!4m1!1i2!8m2!3d-6.3713807!4d106.936098!16s%2Fg%2F11b7v0yh8t!19sChIJM2rj912TaS4RDJ0lFZX-EkY?authuser=0&hl=en&rclk=1,,,,
Eastin Ashta Resort,4.6,614 reviews,"Jl. Munduk Catu No.8, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",https://www.eastinhotelsresidences.com/eastincanggu/,phone:tel:03616200888,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available ,"-8.6547909, 115.12958",  Badung,https://www.google.com/maps/place/Eastin+Ashta+Resort/data=!4m10!3m9!1s0x2dd238778ab7db5d:0x36327cbf334b55f9!5m2!4m1!1i2!8m2!3d-8.6547909!4d115.12958!16s%2Fg%2F11c5_0lnh8!19sChIJXdu3inc40i0R-VVLM798MjY?authuser=0&hl=en&rclk=1,,,,
Orchid Guest House Bandung,3.5,55 reviews,"Jl. Raya Cimareme No.243, Cimareme, Kec. Ngamprah, Kabupaten Bandung Barat, Jawa Barat 40552 ",https://www.reddoorz.com/id-id/hotel/indonesia/bandung/cimahi/orchid-guest-house-bandung?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,phone:tel:082116411418,,,, Free Wi-Fi available  |  Pool unavailable  |  Laundry service available ,"-6.8629561, 107.5026191",  Bandung Barat,https://www.google.com/maps/place/Orchid+Guest+House+Bandung/data=!4m10!3m9!1s0x2e68e4bd6a1ba209:0xddd4b7f7a090c86!5m2!4m1!1i2!8m2!3d-6.8629561!4d107.5026191!16s%2Fg%2F11px8vg76s!19sChIJCaIbar3kaC4RhgwJen9L3Q0?authuser=0&hl=en&rclk=1,,,,
White Goose Hotel,4.8,37 reviews,"Jl. Pantai Berawa, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80351 ",http://www.whitegoosehotel.com/,phone:tel:081339382429,,,, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Beach access available  |  Room service available ,"-8.6664842, 115.1400122",  Badung,https://www.google.com/maps/place/White+Goose+Hotel/data=!4m10!3m9!1s0x2dd2475d33231fa9:0x9952a95ff235bcfb!5m2!4m1!1i2!8m2!3d-8.6664842!4d115.1400122!16s%2Fg%2F11q1s9470g!19sChIJqR8jM11H0i0R-7w18l-pUpk?authuser=0&hl=en&rclk=1,,,,
Courtyard by Marriott Bali Seminyak Resort,4.7,"2,664 reviews","Sp, Jl. Camplung Tanduk Jl. Dhyana Pura No.103, Seminyak, Kuta, Badung Regency, Bali 80361 ",https://www.marriott.com/en-us/hotels/dpssm-courtyard-bali-seminyak-resort/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,phone:tel:03618499600,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available  |  Bar available  |  Smoke-free available ,"-8.6914177, 115.1627412", Badung ,https://www.google.com/maps/place/Courtyard+by+Marriott+Bali+Seminyak+Resort/data=!4m10!3m9!1s0x2dd2471e54dd7f4f:0xc04354807364bd8b!5m2!4m1!1i2!8m2!3d-8.6914177!4d115.1627412!16s%2Fg%2F11b5vympgj!19sChIJT3_dVB5H0i0Ri71kc4BUQ8A?authuser=0&hl=en&rclk=1,,,,
Katamaran Resort,4.6,"2,372 reviews","Jl. Raya Senggigi, Senggigi, Kec. Batu Layar, Kabupaten Lombok Barat, Nusa Tenggara Bar. 83355 ",http://www.katamaranresort.com/,phone:tel:03706197888,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Beach access available  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available ,"-8.4718852, 116.0377941",  Lombok Barat,https://www.google.com/maps/place/Katamaran+Resort/data=!4m10!3m9!1s0x2dcde82b3f336379:0xd4c242df49a757e2!5m2!4m1!1i2!8m2!3d-8.4718852!4d116.0377941!16s%2Fg%2F11bxf55gt_!19sChIJeWMzPyvozS0R4lenSd9CwtQ?authuser=0&hl=en&rclk=1,,,,
AMAZING RIVERSIDE HOTEL,4.4,816 reviews,"Jl. Yos Sudarso No.13, Taba Jemekeh, Kec. Lubuk Linggau Tim. I, Kota Lubuklinggau, Sumatera Selatan 31624 ",http://www.amazing-hotels.co.id/,phone:tel:07333283304,,,Modest rooms with Wi-Fi & flat-screen TVs in an informal property offering dining & parking.,,"-3.2872515, 102.8797163",  Lubuklinggau,https://www.google.com/maps/place/AMAZING+RIVERSIDE+HOTEL/data=!4m10!3m9!1s0x2e30e1247f540c13:0xf49ca5b126d164b5!5m2!4m1!1i2!8m2!3d-3.2872515!4d102.8797163!16s%2Fg%2F11fb0wc907!19sChIJEwxUfyThMC4RtWTRJrGlnPQ?authuser=0&hl=en&rclk=1,Hotel,,,
O.R 44 HOTEL,4.1,487 reviews,"Jl. H. Adam Malik No.3A, Pagar Dewa, Kec. Selebar, Kota Bengkulu, Bengkulu 38216 ",,phone:tel:073651424,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle available ,"-3.8413745, 102.315937",  Bengkulu,https://www.google.com/maps/place/O.R+44+HOTEL/data=!4m10!3m9!1s0x2e36ba6656d95855:0xa492b6a17b991993!5m2!4m1!1i2!8m2!3d-3.8413745!4d102.315937!16s%2Fg%2F11c5_hpgsc!19sChIJVVjZVma6Ni4RkxmZe6G2kqQ?authuser=0&hl=en&rclk=1,,,,
Hotel Crystal Inn,4.1,302 reviews,"Jl. KH. Mansyur No.88, Tembok , Ketepeng, Kec. Bugul Kidul, Kota Pasuruan, Jawa Timur 67127 ",,phone:tel:085101694703,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Airport shuttle unavailable ,"-7.6697776, 112.904547",  Pasuruan,https://www.google.com/maps/place/Hotel+Crystal+Inn/data=!4m10!3m9!1s0x2dd7cf5e3d5d9f55:0x4205ae7a45f923f4!5m2!4m1!1i2!8m2!3d-7.6697776!4d112.904547!16s%2Fg%2F11hymk6l_6!19sChIJVZ9dPV7P1y0R9CP5RXquBUI?authuser=0&hl=en&rclk=1,,,,
Puri Sari Beach Hotel,4.5,525 reviews,"FVHC+8Q7, Jalan Pantai Pede Kecamatan Komodo, Labuan Bajo, Flores, Kabupaten Manggarai Barat, Nusa Tenggara Tim. ",http://www.purisaribeachhotel.net/,phone:tel:03852443710,,,, Free Wi-Fi available  |  Free breakfast available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Beach access available  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available ,"-8.5217118, 119.8719129",  Manggarai Barat,https://www.google.com/maps/place/Puri+Sari+Beach+Hotel/data=!4m10!3m9!1s0x2db466ae35ddc761:0xe91d3b129b0e7edb!5m2!4m1!1i2!8m2!3d-8.5217118!4d119.8719129!16s%2Fg%2F1td8n65x!19sChIJYcfdNa5mtC0R234OmxI7Hek?authuser=0&hl=en&rclk=1,,,,
Four Star by Trans Hotel,4.5,584 reviews,"Jl. Raya Puputan No.200, Renon, Denpasar Selatan, Kota Denpasar, Bali 80226 ",https://www.fourstarbytranshotel.com/,phone:tel:03614743500,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Restaurant available  |  Airport shuttle available  |  Bar available  |  Smoke-free unavailable ,"-8.6738003, 115.2423278",  Denpasar,https://www.google.com/maps/place/Four+Star+by+Trans+Hotel/data=!4m10!3m9!1s0x2dd241d6f609798d:0xabf81a31b8566cd1!5m2!4m1!1i2!8m2!3d-8.6738003!4d115.2423278!16s%2Fg%2F11h8xxnq73!19sChIJjXkJ9tZB0i0R0WxWuDEa-Ks?authuser=0&hl=en&rclk=1,,,,
Timothy House,4.8,6 reviews,"Jl. Berbah - Kalasan, Jarakan, Tirtomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 ",,phone:tel:087768888313,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Kitchens in some rooms available  |  Fitness center unavailable ,"-7.783351, 110.4640505",  Sleman,https://www.google.com/maps/place/Timothy+House/data=!4m10!3m9!1s0x2e7a5b0de491a973:0x188c70140cf26380!5m2!4m1!1i2!8m2!3d-7.783351!4d110.4640505!16s%2Fg%2F11t546npkp!19sChIJc6mR5A1bei4RgGPyDBRwjBg?authuser=0&hl=en&rclk=1,,,,
Park Avenue Rochester,4.2,"1,248 reviews","31 Rochester Dr, Singapore 138637 ",http://parkavenueintl.com/parkavenuerochester/,phone:tel:+6568088600,,,, Free Wi-Fi available  |  Breakfast available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Fitness center available  |  Smoke-free available ,"1.305, 103.7888889",,https://www.google.com/maps/place/Park+Avenue+Rochester/data=!4m10!3m9!1s0x31da1a43183f73bd:0xcad84a00b0b682cf!5m2!4m1!1i2!8m2!3d1.305!4d103.7888889!16s%2Fg%2F1tfwgxcf!19sChIJvXM_GEMa2jERz4K2sABK2Mo?authuser=0&hl=en&rclk=1,,,,
Hotel Pratama Kolaka RedPartner,3.4,116 reviews,"Jl. Repelita No.1, Lamokato, Kec. Kolaka, Kabupaten Kolaka, Sulawesi Tenggara 93511 ",https://www.reddoorz.com/id-id/hotel/indonesia/kolaka/hotel-pratama-kolaka?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,phone:tel:02180629666,,,, Wi-Fi available  |  Parking available  |  Pool unavailable ,"-4.0522514, 121.5922137",  Kolaka,https://www.google.com/maps/place/Hotel+Pratama+Kolaka+RedPartner/data=!4m10!3m9!1s0x2d97f51eb247af21:0x2b4900e86f3383af!5m2!4m1!1i2!8m2!3d-4.0522514!4d121.5922137!16s%2Fg%2F11b6d58_yz!19sChIJIa9Hsh71ly0Rr4Mzb-gASSs?authuser=0&hl=en&rclk=1,,,,
The Waterfront Hotel,4.4,"2,497 reviews","68, Jalan Tun Abang Haji Openg, 93000 Kuching, Sarawak, Malaysia ",http://www.thewaterfrontkuching.com/,phone:tel:+6082227227,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Accessible available  |  Pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Fitness center available  |  Smoke-free available ,"1.5586974, 110.344501",,https://www.google.com/maps/place/The+Waterfront+Hotel/data=!4m10!3m9!1s0x31fba7ee6c0d3601:0x54c82894a03b7a4f!5m2!4m1!1i2!8m2!3d1.5586974!4d110.344501!16s%2Fg%2F11ckqrm0x_!19sChIJATYNbO6n-zERT3o7oJQoyFQ?authuser=0&hl=en&rclk=1,,,,
Jetwing Jaffna,4.3,"1,263 reviews","37, Mahatma Gandhi Road, Jaffna 40000, Sri Lanka ",http://www.jetwinghotels.com/jetwingjaffna,phone:tel:+94212215571,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly available  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Bar available  |  Smoke-free available ,"9.6646918, 80.0136545",,https://www.google.com/maps/place/Jetwing+Jaffna/data=!4m10!3m9!1s0x3afe56aa3b5ed5d1:0x833c08ea7eb5685e!5m2!4m1!1i2!8m2!3d9.6646918!4d80.0136545!16s%2Fg%2F11cny2__y1!19sChIJ0dVeO6pW_joRXmi1fuoIPIM?authuser=0&hl=en&rclk=1,,,,
