title,review_point,review_total,sub_category,address,contact_number,open_hours,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,coordinate,link,Accessibility,regency,price_level,site,Planning,short_description,Highlights,check_in,From the business,metadata,Popular for,check_out,amenities
Warung Erni,,,Tegal restaurant,"MR87+8H4, Dsn Kertajaya, Desa, Jayamukti, Kabupaten Subang, Jawa Barat ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.3342487, 107.8139614",https://www.google.com/maps/place/Warung+Erni/data=!4m7!3m6!1s0x2e6945991a2dbc03:0xaefcea04b6ad2ede!8m2!3d-6.3342487!4d107.8139614!16s%2Fg%2F11sxwt1j_s!19sChIJA7wtGplFaS4R3i6ttgTq_K4?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Ma2h_Rina,4.8,9 reviews,Nasi restaurant,"Jl.Pantura Kmp. Margajaya, RT.001/RW.005, Ciasem Hilir, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:085213549466, 5AM to 11:30PM,Outdoor seating | Kerbside pickup | Delivery | Takeaway | Dine-in,Coffee | Halal food,Breakfast | Lunch | Dinner | Dessert | Seating,Good for kids,Casual | Cosy,Family friendly | Groups,Cash only | NFC mobile payments,"-6.3105803, 107.7098347",https://www.google.com/maps/place/Warung+Nasi+Ma2h_Rina/data=!4m7!3m6!1s0x2e6942560f4852b1:0x485cc769965f255f!8m2!3d-6.3105803!4d107.7098347!16s%2Fg%2F11kn723y8r!19sChIJsVJID1ZCaS4RXyVflmnHXEg?authuser=0&hl=en&rclk=1,Assistive hearing loop | Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating | Wheelchair-accessible toilet,  Subang,,https://warung-nasi-ma2h-rina.business.site/?utm_source=gmb&utm_medium=referral,Accepts reservations,,,,Identifies as women-owned,,,,
Warung Nasgor Masreg,4.9,7 reviews,Nasi restaurant,"Tambakdahan, Subang Regency, West Java 41253 ",phone:tel:083148590640, 10AM to 9:30PM,Outdoor seating | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Dinner | Seating,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3603757, 107.8078317",https://www.google.com/maps/place/Warung+Nasgor+Masreg/data=!4m7!3m6!1s0x2e69475a56da132d:0x62e0ec9ef9c3bd89!8m2!3d-6.3603757!4d107.8078317!16s%2Fg%2F11p4ncyqbp!19sChIJLRPaVlpHaS4Rib3D-Z7s4GI?authuser=0&hl=en&rclk=1,, Subang ,$,,,,,,,,,,
Nasgor sedap malam,5.0,1 review,Nasi restaurant,"Jl. Raya Ampera, dsn kosedan, Kec. Cikaum, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:081282757393, 12PM to 12AM,No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3937276, 107.7494263",https://www.google.com/maps/place/Nasgor+sedap+malam/data=!4m7!3m6!1s0x2e6941587c638e8d:0xecf8b61929d86417!8m2!3d-6.3937276!4d107.7494263!16s%2Fg%2F11p73z7fzt!19sChIJjY5jfFhBaS4RF2TYKRm2-Ow?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
"Pecel Lele ""Diyyah""",4.3,3 reviews,Pecel lele restaurant,"Sukamaju, Sukasari, Subang Regency, West Java ",,,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3014111, 107.7451534",https://www.google.com/maps/place/Pecel+Lele+%22Diyyah%22/data=!4m7!3m6!1s0x2e694373d1e782f9:0xe8bf0b343c5d7ba8!8m2!3d-6.3014111!4d107.7451534!16s%2Fg%2F11kn7264s4!19sChIJ-YLn0XNDaS4RqHtdPDQLv-g?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Warung sate adolSKUY,5.0,3 reviews,Satay restaurant,"JP4W+8FQ, Gandasari, Cikaum, Subang Regency, West Java 41253 ",phone:tel:082216843544, 10AM to 10PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.394169, 107.7462462",https://www.google.com/maps/place/Warung+sate+adolSKUY/data=!4m7!3m6!1s0x2e6941011ea00369:0x84937964279691b0!8m2!3d-6.394169!4d107.7462462!16s%2Fg%2F11h2mqcfnt!19sChIJaQOgHgFBaS4RsJGWJ2R5k4Q?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Warung Nasi Bubur Ibu Neneng,5.0,1 review,Breakfast restaurant,"dusun margajaya rt 02 05 desa, Ciasem Hilir, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256 ",, 5AM to 10PM,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,"-6.3130042, 107.7009145",https://www.google.com/maps/place/Warung+Nasi+Bubur+Ibu+Neneng/data=!4m7!3m6!1s0x2e6943ae8e5fc21f:0xc4391f8f7474b5bf!8m2!3d-6.3130042!4d107.7009145!16s%2Fg%2F11j_pn8w2h!19sChIJH8Jfjq5DaS4Rv7V0dI8fOcQ?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Sate maranggi (Bu Ijah),4.4,12 reviews,Breakfast restaurant,"Jl. Situ Tanjungsari, Tanjungsari Bar., Kec. Cikaum, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:085220209919, 8AM to 8PM,,,,,,,,"-6.3931857, 107.7524164",https://www.google.com/maps/place/Warung+Sate+maranggi+(Bu+Ijah)/data=!4m7!3m6!1s0x2e69416ee3929199:0x651d2902f8833f9f!8m2!3d-6.3931857!4d107.7524164!16s%2Fg%2F11nl9dszw1!19sChIJmZGS425BaS4Rnz-D-AIpHWU?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Opick,3.0,2 reviews,Nasi restaurant,"JQ32+6HP, Unnamed Road, Tanjungsari Bar., Tanjungsari Bar., Kec. Cikaum, Kabupaten Subang, Jawa Barat 41253 ",, Closed,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3969009, 107.7514651",https://www.google.com/maps/place/Warung+Nasi+Opick/data=!4m7!3m6!1s0x2e6940da77399d5d:0xa07b9069a61979eb!8m2!3d-6.3969009!4d107.7514651!16s%2Fg%2F11c75xcy_n!19sChIJXZ05d9pAaS4R63kZpmmQe6A?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance,  Subang,,,,,,,,,,,
Warung sate haji cami,,,Satay restaurant,"Kampung dusun sebrang rt 02, RT.04, Ciasem Hilir, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:082125277077,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3125292, 107.7073107",https://www.google.com/maps/place/Warung+sate+haji+cami/data=!4m7!3m6!1s0x2e694361764ebd73:0x53c70b06ce87c906!8m2!3d-6.3125292!4d107.7073107!16s%2Fg%2F11h07vjqxr!19sChIJc71OdmFDaS4RBsmHzgYLx1M?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Warung Nasi Bubur Ibu Neneng,,,Breakfast restaurant,"MPP4+XWM, Dusun margajaya, Ciasem Hilir, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256 ",phone:tel:083876796956, 5AM to 9:30PM,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,,Cash only,"-6.3125292, 107.7073107",https://www.google.com/maps/place/Warung+Nasi+Bubur+Ibu+Neneng/data=!4m7!3m6!1s0x2e69433a27fb0e85:0xe7a83a4ff5a9d64f!8m2!3d-6.3125292!4d107.7073107!16s%2Fg%2F11j_ppbgnq!19sChIJhQ77JzpDaS4RT9ap9U86qOc?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Nasi Uduk & Bubur Ma ndang,,,Breakfast restaurant,"Unnamed Road, Mariuk, Kec. Tambakdahan, Kabupaten Subang, Jawa Barat 41253 ",, 5 to 7:30AM,Takeaway | Dine-in | Delivery,Halal food,Breakfast,Good for kids,Casual | Cosy,Family friendly,Cash only,"-6.3186603, 107.8096077",https://www.google.com/maps/place/Nasi+Uduk+%26+Bubur+Ma+ndang/data=!4m7!3m6!1s0x2e6945782be18bbb:0x77b43a8885d9ab1f!8m2!3d-6.3186603!4d107.8096077!16s%2Fg%2F11nn45cz_d!19sChIJu4vhK3hFaS4RH6vZhYg6tHc?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Martabak Bangka BIBIGEMOY88,,,Murtabak restaurant,"Batangsari, Sukasari, Subang Regency, West Java ",phone:tel:085132951468, 4 to 11PM,Delivery | Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,"-6.2983176, 107.753889",https://www.google.com/maps/place/Martabak+Bangka+BIBIGEMOY88/data=!4m7!3m6!1s0x2e6943fd2d6a4c3d:0xe9bcae425c31213a!8m2!3d-6.2983176!4d107.753889!16s%2Fg%2F11s7vrzmt6!19sChIJPUxqLf1DaS4ROiExXEKuvOk?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
warung nasi kerak,4.7,3 reviews,Nasi restaurant,"PQ5P+GV5, Jl. Nasional 1, Sukasari, Kec. Sukasari, Kabupaten Subang, Jawa Barat 41254 ",phone:tel:081321492310, 7AM to 11PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2912399, 107.7872495",https://www.google.com/maps/place/warung+nasi+kerak/data=!4m7!3m6!1s0x2e694494b2a68581:0x4757f2e28a837d8a!8m2!3d-6.2912399!4d107.7872495!16s%2Fg%2F11ggbcdt02!19sChIJgYWmspREaS4Rin2DiuLyV0c?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Soto Baso Happy,4.8,6 reviews,Restaurant,"PR65+4HW, Jl. Psr. Inpres, Pamanukan, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",phone:tel:081322516486, 9AM to 9PM,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2896413, 107.8089485",https://www.google.com/maps/place/Soto+Baso+Happy/data=!4m7!3m6!1s0x2e6945b8731c8853:0xc2be7d6722bbc303!8m2!3d-6.2896413!4d107.8089485!16s%2Fg%2F11fr15k48n!19sChIJU4gcc7hFaS4RA8O7Imd9vsI?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Kedai bubur ayam dan soto ayam,,,Brunch restaurant,"Dusun Tanjung baruRt/Rw 025, Ciasem Tengah, Kec. Ciasem, Kabupaten Subang, Jawa Barat 41256 ",,,Takeaway | Dine-in,Halal food,Breakfast | Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3222078, 107.698162",https://www.google.com/maps/place/Kedai+bubur+ayam+dan+soto+ayam/data=!4m7!3m6!1s0x2e6943776a708ac3:0x8144fb2703c260cf!8m2!3d-6.3222078!4d107.698162!16s%2Fg%2F11ls5xghr6!19sChIJw4pwandDaS4Rz2DCAyf7RIE?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
RM Siwah,4.3,4 reviews,Sundanese restaurant,"JP4W+JHJ, Gandasari, Cikaum, Subang Regency, West Java 41253 ",phone:tel:081395294411, 8AM to 9PM,,,,,,,,"-6.3934126, 107.7463754",https://www.google.com/maps/place/RM+Siwah/data=!4m7!3m6!1s0x2e6940d931c93279:0xbd74f19957ba8d31!8m2!3d-6.3934126!4d107.7463754!16s%2Fg%2F11dy_kdtcv!19sChIJeTLJMdlAaS4RMY26V5nxdL0?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Sate Maranggi & Pedesan,5.0,1 review,Satay restaurant,"Jl.Raya kp, Jl. Raya Jungklang No.RT.14/04, Mulyasari, Kec. Binong, Kabupaten Subang, Jawa Barat 41253 ",phone:tel:087824514207,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.3795667, 107.7987915",https://www.google.com/maps/place/Sate+Maranggi+%26+Pedesan/data=!4m7!3m6!1s0x2e6947406a8cf4df:0xef2aaebe1e33fb31!8m2!3d-6.3795667!4d107.7987915!16s%2Fg%2F11fk3_ds7y!19sChIJ3_SMakBHaS4RMfszHr6uKu8?authuser=0&hl=en&rclk=1,,  Subang,,https://sate-maranggi-pedesan.business.site/?utm_source=gmb&utm_medium=referral,,,,,,,,,
Nasi Uduk Ampera,,,Nasi uduk restaurant,"JP4W+97C, Jl. Raya Ampera, Gandasari, Kec. Cikaum, Kabupaten Subang, Jawa Barat 41253 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.3940697, 107.7456473",https://www.google.com/maps/place/Nasi+Uduk+Ampera/data=!4m7!3m6!1s0x2e6941786403c4e5:0x571a07f004b9d458!8m2!3d-6.3940697!4d107.7456473!16s%2Fg%2F11h4kg_rc1!19sChIJ5cQDZHhBaS4RWNS5BPAHGlc?authuser=0&hl=en&rclk=1,,  Subang,,,,,,,,,,,
Simpang Jaya Rumah Makan,5.0,3 reviews,Padang restaurant,"MRM6+X26, Kampung Mundusari, Legon Kulon, Gardumukti, Kec. Pamanukan, Kabupaten Subang, Jawa Barat 41254 ",, 8AM to 9PM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,,Cash only,"-6.315078, 107.81001",https://www.google.com/maps/place/Simpang+Jaya+Rumah+Makan/data=!4m7!3m6!1s0x2e694452c6ef23d1:0x78c0d1c820ba9588!8m2!3d-6.315078!4d107.81001!16s%2Fg%2F1pztkm0rj!19sChIJ0SPvxlJEaS4RiJW6IMjRwHg?authuser=0&hl=en&rclk=1,Wheelchair-accessible entrance,  Subang,,,,,,,,,,,
Warung nasi te neng (Icih),4.7,3 reviews,Nasi restaurant,"PQ23+WGP Gg. Mim Uu, Batangsari, Sukasari, Subang Regency, West Java 41254 ",phone:tel:087726998273, 8 to 11AM,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2976639, 107.7538263",https://www.google.com/maps/place/Warung+nasi+te+neng+(Icih)/data=!4m7!3m6!1s0x2e69433966529999:0x5b07dc90fcce4a51!8m2!3d-6.2976639!4d107.7538263!16s%2Fg%2F11qp50vz8z!19sChIJmZlSZjlDaS4RUUrO_JDcB1s?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
Ikan bakar etong,5.0,1 review,Ikan bakar restaurant,"PQ5J+282, Jalan, Dusun Krajan, Sukasari, Subang Regency, West Java 41254 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.2924939, 107.7807555",https://www.google.com/maps/place/Ikan+bakar+etong/data=!4m7!3m6!1s0x2e6945298497e827:0x180804d6bf7bb52c!8m2!3d-6.2924939!4d107.7807555!16s%2Fg%2F11j5f54y5w!19sChIJJ-iXhClFaS4RLLV7v9YECBg?authuser=0&hl=en&rclk=1,, Subang ,,,,,,,,,,,
RM Ciganea,4.3,"6,632 reviews",Restaurant,"Jl. Pemuda No. 31, RT. 14 / RW. 06, Sasak Beusi, Jatiluhur, Mekargalih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41161 ",phone:tel:0264200726, 7AM to 10PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Healthy options | Kids' menu | Late-night food | Vegetarian options,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | High chairs | Toilets,Casual | Cosy,Groups,Debit cards | Credit cards,"-6.5656736, 107.4338773",https://www.google.com/maps/place/RM+Ciganea/data=!4m7!3m6!1s0x2e690faacef6909b:0x28b32bff6a34a735!8m2!3d-6.5656736!4d107.4338773!16s%2Fg%2F1hm4sm33m!19sChIJm5D2zqoPaS4RNac0av8rsyg?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible seating,  Purwakarta,$$,http://www.rmciganea.com/,Accepts reservations,,Fast service,,,,,,
Cobek Nila Gemah Ripah,4.7,39 reviews,Indonesian restaurant,"Jalan Pemuda No 11 RT.21 RW 06 Desa Mekargalih, Pertigaan, Sasakbeusi, Kec. Jatiluhur, Kabupaten Purwakarta, Jawa Barat 41161 ",phone:tel:082129553880, 7AM to 9PM,Outdoor seating | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu | Organic dishes,Breakfast | Lunch | Dinner | Catering | Dessert | Seating,Gender-neutral toilets | Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Cash only,"-6.5619903, 107.4323305",https://www.google.com/maps/place/Cobek+Nila+Gemah+Ripah/data=!4m7!3m6!1s0x2e690e5588c9e179:0x214c10e20c6c3016!8m2!3d-6.5619903!4d107.4323305!16s%2Fg%2F1hm1_t9n1!19sChIJeeHJiFUOaS4RFjBsDOIQTCE?authuser=0&hl=en&rclk=1,,  Purwakarta,,,Accepts reservations,,,,Identifies as women-owned,,,,
Lazatto Chicken & Burger,4.6,83 reviews,Restaurant,"Nagri Kidul, Purwakarta, Purwakarta Regency, West Java ",phone:tel:085959377662, 7AM to 10PM,Outdoor seating | Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Lunch | Dinner | Seating,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5625506, 107.4490795",https://www.google.com/maps/place/Lazatto+Chicken+%26+Burger/data=!4m7!3m6!1s0x2e690e4c90591fe3:0xb5ba38447a32cd10!8m2!3d-6.5625506!4d107.4490795!16s%2Fg%2F11fsr165y2!19sChIJ4x9ZkEwOaS4REM0yekQ4urU?authuser=0&hl=en&rclk=1,, Purwakarta ,,,Accepts reservations,,,,,,,,
Lotek Laksa Ketoprak Restaurant,,,Restaurant,"CCQW+W69, Jl. Siliwangi, Nagri Kidul, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41111 ",,,Takeaway | Dine-in,Halal food,,,Cosy,,Cash only,"-6.5602029, 107.4456035",https://www.google.com/maps/place/Lotek+Laksa+Ketoprak+Restaurant/data=!4m7!3m6!1s0x2e690e4dc26dcd2f:0xf2e914114377c2ec!8m2!3d-6.5602029!4d107.4456035!16s%2Fg%2F11t28d8bjv!19sChIJL81twk0OaS4R7MJ3QxEU6fI?authuser=0&hl=en&rclk=1,,  Purwakarta,,,,,,,,,,,
Ayam Kampung Bakar ''Abah Dodi'',4.6,21 reviews,Restaurant,"Cijantung, Sukatani, Purwakarta Regency, West Java ",,,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5786113, 107.4355631",https://www.google.com/maps/place/Ayam+Kampung+Bakar+''Abah+Dodi''/data=!4m7!3m6!1s0x2e690fa6e6a36ea5:0x63ed9e5d377b0a85!8m2!3d-6.5786113!4d107.4355631!16s%2Fg%2F11h98htm77!19sChIJpW6j5qYPaS4RhQp7N12e7WM?authuser=0&hl=en&rclk=1,, Purwakarta ,,,,,,,,,,,
SHSD Sambel Hejo Sambel Dadak Ciganea,4.5,"3,790 reviews",Sundanese restaurant,"Jl. Pemuda No.32, RT.20/RW.6, Mekargalih, Kec. Jatiluhur, Kabupaten Purwakarta, Jawa Barat 41161 ",phone:tel:02648220925, 6AM to 11PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu | Late-night food,Breakfast | Brunch | Lunch | Dinner | Catering | Dessert | Seating,Good for kids | Toilets | Free Wi-Fi,Casual | Cosy,Family friendly | Groups,Debit cards | Credit cards,"-6.5659287, 107.4338906",https://www.google.com/maps/place/SHSD+Sambel+Hejo+Sambel+Dadak+Ciganea/data=!4m7!3m6!1s0x2e690faac65cbcf3:0x2fc9809a56355267!8m2!3d-6.5659287!4d107.4338906!16s%2Fg%2F1hm5dx6l7!19sChIJ87xcxqoPaS4RZ1I1VpqAyS8?authuser=0&hl=en&rclk=1,Wheelchair-accessible toilet,  Purwakarta,$$,,Accepts reservations,,,,,,,,
Warung Pepes Ibu Enung,4.5,33 reviews,Sundanese restaurant,"Jl. Purnawarman Barat No.15, RT.16/RW.03, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112 ",phone:tel:087779932666, 9:05AM to 5:05AM,Delivery | Takeaway | Dine-in,Coffee | Halal food | Organic dishes | Salad bar | Vegetarian options,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5624503, 107.4425768",https://www.google.com/maps/place/Warung+Pepes+Ibu+Enung/data=!4m7!3m6!1s0x2e690f7f2ca6c183:0x25945574a0e80587!8m2!3d-6.5624503!4d107.4425768!16s%2Fg%2F11h64dlb6h!19sChIJg8GmLH8PaS4RhwXooHRVlCU?authuser=0&hl=en&rclk=1,Wheelchair-accessible toilet | Wheelchair-accessible seating,  Purwakarta,,,Accepts reservations,,,,,,,,
Royal Kebab Purwakarta (Sindang Kasih),4.8,23 reviews,Kebab shop,"Jl. Basuki Rahmat No.36, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112 ",phone:tel:082114150305, 4 to 11PM,Outdoor seating | No-contact delivery | Delivery | Takeaway | Dine-in,Coffee | Halal food | Kids' menu | Late-night food | Organic dishes,,Good for kids | Toilets,Casual | Cosy,Family friendly | Groups,Cash only | Debit cards | NFC mobile payments | Credit cards,"-6.5604802, 107.4420056",https://www.google.com/maps/place/Royal+Kebab+Purwakarta+(Sindang+Kasih)/data=!4m7!3m6!1s0x2e690f7033961c9d:0x218bdba636079344!8m2!3d-6.5604802!4d107.4420056!16s%2Fg%2F11h4jtvy5s!19sChIJnRyWM3APaS4RRJMHNqbbiyE?authuser=0&hl=en&rclk=1,,  Purwakarta,,https://www.instagram.com/royalkebab.id/,Accepts reservations,,Rooftop seating,,,,,,
Warung Nasi Amira,5.0,1 review,Nasi restaurant,"Jl. Purnawarman Barat No.70, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112 ",,,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,"-6.5622509, 107.4438367",https://www.google.com/maps/place/Warung+Nasi+Amira/data=!4m7!3m6!1s0x2e690ff4583db81b:0xf9e3f9f1354a5b57!8m2!3d-6.5622509!4d107.4438367!16s%2Fg%2F11q1vqfbrz!19sChIJG7g9WPQPaS4RV1tKNfH54_k?authuser=0&hl=en&rclk=1,,  Purwakarta,,,,,,,,,,,
Rm. Dendeng Batokok,4.5,2 reviews,Padang restaurant,"Jl. Basuki Rahmat No.132, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112 ",phone:tel:081288791199, Closed,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,"-6.5612654, 107.4346153",https://www.google.com/maps/place/Rm.+Dendeng+Batokok/data=!4m7!3m6!1s0x2e690e55b6d9a081:0xccd8acb0e92b188!8m2!3d-6.5612654!4d107.4346153!16s%2Fg%2F11d_bb4zp3!19sChIJgaDZtlUOaS4RiLGSDsuKzQw?authuser=0&hl=en&rclk=1,,  Purwakarta,,,,,,,,,,,
Kedai famous (ma iim),,,Fast food restaurant,"CCMH+49V, Mekargalih, Jatiluhur, Purwakarta Regency, West Java 41152 ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual,Groups,,"-6.5670758, 107.4284433",https://www.google.com/maps/place/Kedai+famous+(ma+iim)/data=!4m7!3m6!1s0x2e690f1aed6f9ead:0x6abfbeaa711ab6f!8m2!3d-6.5670758!4d107.4284433!16s%2Fg%2F11t7r5cbv8!19sChIJrZ5v7RoPaS4Rb6sRp-r7qwY?authuser=0&hl=en&rclk=1,, Purwakarta ,,,,,,,,,,,
Nasi Goreng Favorite,3.8,5 reviews,Nasi goreng restaurant,"Jl. Basuki Rahmat No.72, Sindangkasih, Kec. Purwakarta, Kabupaten Purwakarta, Jawa Barat 41112 ",, 5AM to 1AM,Takeaway | Dine-in,Halal food,Dinner,,Casual | Cosy,,Cash only,"-6.562178, 107.4384515",https://www.google.com/maps/place/Nasi+Goreng+Favorite/data=!4m7!3m6!1s0x2e690e537f33f245:0x60775040aded563!8m2!3d-6.562178!4d107.4384515!16s%2Fg%2F11g8wcy_n9!19sChIJRfIzf1MOaS4RY9XeCgR1BwY?authuser=0&hl=en&rclk=1,,  Purwakarta,,,,,,,,,,,
Warung Nasi Ibu Yayah,,,Nasi restaurant,"Cisalada, Jatiluhur, Purwakarta Regency, West Java ",,,Takeaway | Dine-in,Coffee | Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,"-6.5725181, 107.440119",https://www.google.com/maps/place/Warung+Nasi+Ibu+Yayah/data=!4m7!3m6!1s0x2e690faf1c50d697:0xf1b1d55d25cf09cc!8m2!3d-6.5725181!4d107.440119!16s%2Fg%2F11qg2912hm!19sChIJl9ZQHK8PaS4RzAnPJV3VsfE?authuser=0&hl=en&rclk=1,, Purwakarta ,,,,,,,,,,,
StartUp UFO Burger Purwakarta Ciganea,5.0,3 reviews,Brunch restaurant,"Jl. Ir. H. Djuanda Jl. Ciganea No.10, Mekargalih, Kec. Jatiluhur, Kabupaten Purwakarta, Jawa Barat 41152 ",,,Delivery | Takeaway | Dine-in,Halal food,Breakfast | Lunch | Dinner,Good for kids,Casual | Cosy,,,"-6.5651654, 107.4333063",https://www.google.com/maps/place/StartUp+UFO+Burger+Purwakarta+Ciganea/data=!4m7!3m6!1s0x2e690f359138f8db:0x7dc29327d0b21c4c!8m2!3d-6.5651654!4d107.4333063!16s%2Fg%2F11t9w3_150!19sChIJ2_g4kTUPaS4RTByy0CeTwn0?authuser=0&hl=en&rclk=1,,  Purwakarta,,,,,,,,,,,
RM Sari Nikmat,4.4,44 reviews,Padang restaurant,"Jl. Kampung Sulukuning No.11/07, Mekargalih, Kec. Jatiluhur, Kabupaten Purwakarta, Jawa Barat 41152 ",, 8:30AM to 9PM,Takeaway | Dine-in,Halal food,Lunch,Toilets,Casual | Cosy,Groups,Cash only,"-6.573278, 107.4396246",https://www.google.com/maps/place/RM+Sari+Nikmat/data=!4m7!3m6!1s0x2e690faf3ced12d7:0xee54f656e456708e!8m2!3d-6.573278!4d107.4396246!16s%2Fg%2F1hm56t6fc!19sChIJ1xLtPK8PaS4RjnBW5Fb2VO4?authuser=0&hl=en&rclk=1,Wheelchair-accessible car park | Wheelchair-accessible entrance | Wheelchair-accessible seating,  Purwakarta,,,,,,,,,,,
Warung Nasi Mutiara Mandiri,5.0,1 review,Nasi restaurant,"Mekargalih, Jatiluhur, Purwakarta Regency, West Java ",,,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,"-6.5619751, 107.4327021",https://www.google.com/maps/place/Warung+Nasi+Mutiara+Mandiri/data=!4m7!3m6!1s0x2e690e55846f839d:0xa35bf8f93cd84619!8m2!3d-6.5619751!4d107.4327021!16s%2Fg%2F11j445kx8v!19sChIJnYNvhFUOaS4RGUbYPPn4W6M?authuser=0&hl=en&rclk=1,, Purwakarta ,,,,,,,,,,,
